,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,cluster
O05 IN,0.04,0.0,0.0,0.07,0.27,0.67,0.4,0.27,0.27,0.36,0.38,0.33,0.33,0.42,0.67,0.93,0.64,0.42,0.4,0.38,0.11,0.02,0.0,0.0,0.07,0.27,0.69,0.42,0.27,0.27,0.38,0.4,0.33,0.36,0.56,0.73,0.82,0.53,0.36,0.36,0.33,0.11,0.04,0.0,0.0,0.04,0.24,0.64,0.38,0.24,0.24,0.36,0.38,0.33,0.33,0.42,0.71,0.89,0.6,0.4,0.44,0.4,0.11,0.04,0.0,0.0,0.07,0.27,0.67,0.44,0.27,0.27,0.38,0.4,0.36,0.36,0.4,0.76,0.98,0.64,0.42,0.47,0.42,0.13,0.07,0.0,0.0,0.07,0.27,0.67,0.42,0.29,0.29,0.38,0.4,0.36,0.38,0.44,0.73,1.0,0.67,0.42,0.47,0.44,0.16,0.07,0.0,0.0,0.07,0.11,0.22,0.27,0.29,0.36,0.44,0.47,0.4,0.4,0.44,0.6,0.51,0.36,0.29,0.31,0.31,0.11,0.02,0.0,0.0,0.04,0.09,0.18,0.2,0.22,0.27,0.36,0.36,0.36,0.33,0.36,0.44,0.38,0.29,0.24,0.22,0.18,0.09,1
O06 IN,0.03,0.0,0.0,0.06,0.18,0.45,0.33,0.24,0.27,0.36,0.39,0.39,0.36,0.42,0.67,0.97,0.64,0.45,0.45,0.36,0.12,0.03,0.0,0.0,0.06,0.18,0.48,0.36,0.27,0.3,0.36,0.42,0.39,0.36,0.58,0.7,0.85,0.58,0.39,0.39,0.33,0.12,0.03,0.0,0.0,0.03,0.18,0.45,0.3,0.21,0.27,0.33,0.39,0.39,0.36,0.42,0.64,0.88,0.61,0.42,0.48,0.39,0.15,0.03,0.0,0.0,0.03,0.18,0.48,0.33,0.24,0.3,0.36,0.42,0.39,0.36,0.45,0.7,0.97,0.67,0.48,0.52,0.39,0.15,0.06,0.0,0.0,0.06,0.18,0.48,0.36,0.27,0.33,0.39,0.48,0.45,0.39,0.48,0.73,1.0,0.67,0.52,0.61,0.52,0.21,0.06,0.0,0.0,0.03,0.09,0.18,0.24,0.3,0.39,0.45,0.55,0.58,0.52,0.55,0.67,0.64,0.52,0.48,0.48,0.39,0.15,0.03,0.0,0.0,0.03,0.09,0.15,0.21,0.27,0.36,0.42,0.48,0.55,0.52,0.48,0.58,0.55,0.45,0.42,0.42,0.3,0.12,1
O08 IN,0.02,0.0,0.0,0.01,0.04,0.13,0.11,0.1,0.12,0.16,0.17,0.19,0.18,0.21,0.37,1.0,0.66,0.32,0.26,0.19,0.07,0.02,0.0,0.0,0.01,0.04,0.14,0.1,0.1,0.12,0.16,0.17,0.19,0.2,0.39,0.49,0.88,0.54,0.27,0.22,0.18,0.07,0.02,0.0,0.0,0.01,0.04,0.12,0.09,0.09,0.11,0.14,0.17,0.19,0.18,0.21,0.37,0.96,0.57,0.29,0.26,0.21,0.08,0.02,0.0,0.0,0.01,0.04,0.13,0.11,0.1,0.12,0.16,0.18,0.2,0.19,0.21,0.38,1.0,0.64,0.32,0.28,0.26,0.09,0.04,0.0,0.0,0.01,0.04,0.13,0.11,0.1,0.14,0.2,0.2,0.21,0.19,0.22,0.39,0.98,0.62,0.31,0.29,0.27,0.11,0.03,0.0,0.0,0.01,0.03,0.06,0.07,0.08,0.09,0.13,0.16,0.17,0.16,0.2,0.23,0.2,0.18,0.17,0.18,0.14,0.07,0.01,0.0,0.0,0.01,0.02,0.04,0.07,0.08,0.09,0.11,0.12,0.14,0.14,0.13,0.16,0.16,0.13,0.12,0.12,0.09,0.04,2
O09 IN,0.04,0.0,0.0,0.04,0.13,0.3,0.21,0.15,0.19,0.25,0.26,0.26,0.23,0.26,0.42,0.96,0.72,0.4,0.28,0.19,0.08,0.04,0.0,0.0,0.04,0.13,0.3,0.21,0.15,0.19,0.25,0.25,0.25,0.25,0.43,0.57,0.85,0.58,0.32,0.26,0.19,0.08,0.04,0.0,0.0,0.02,0.11,0.28,0.17,0.13,0.17,0.21,0.23,0.25,0.23,0.26,0.42,0.91,0.62,0.36,0.3,0.21,0.08,0.04,0.0,0.0,0.04,0.13,0.3,0.21,0.17,0.19,0.25,0.26,0.26,0.25,0.28,0.45,1.0,0.7,0.38,0.32,0.23,0.09,0.06,0.0,0.0,0.04,0.13,0.3,0.21,0.17,0.23,0.26,0.28,0.28,0.26,0.3,0.45,0.96,0.7,0.38,0.34,0.26,0.13,0.04,0.0,0.0,0.04,0.06,0.11,0.15,0.19,0.21,0.26,0.28,0.3,0.28,0.32,0.38,0.34,0.26,0.23,0.23,0.17,0.09,0.04,0.0,0.0,0.04,0.06,0.09,0.13,0.17,0.21,0.23,0.25,0.26,0.28,0.26,0.3,0.26,0.21,0.19,0.17,0.11,0.06,2
O10 IN,0.04,0.0,0.0,0.08,0.24,0.6,0.36,0.28,0.28,0.28,0.28,0.28,0.28,0.32,0.48,0.96,0.72,0.44,0.36,0.32,0.12,0.04,0.0,0.0,0.08,0.24,0.64,0.36,0.28,0.24,0.28,0.28,0.24,0.28,0.48,0.56,0.84,0.64,0.36,0.32,0.28,0.12,0.08,0.0,0.0,0.08,0.24,0.56,0.32,0.24,0.24,0.28,0.28,0.28,0.28,0.32,0.48,0.92,0.64,0.4,0.4,0.32,0.16,0.08,0.0,0.0,0.08,0.28,0.6,0.4,0.28,0.24,0.32,0.32,0.28,0.28,0.36,0.56,1.0,0.72,0.44,0.4,0.36,0.16,0.12,0.0,0.0,0.12,0.24,0.6,0.4,0.28,0.24,0.32,0.32,0.28,0.32,0.36,0.52,0.96,0.72,0.44,0.44,0.4,0.24,0.08,0.0,0.0,0.08,0.16,0.24,0.28,0.28,0.32,0.36,0.36,0.36,0.32,0.36,0.44,0.44,0.36,0.32,0.32,0.32,0.2,0.04,0.0,0.0,0.08,0.12,0.2,0.24,0.28,0.28,0.32,0.32,0.32,0.32,0.32,0.36,0.4,0.28,0.28,0.28,0.24,0.12,2
O11 IN,0.03,0.0,0.0,0.08,0.21,0.38,0.26,0.23,0.21,0.28,0.28,0.26,0.26,0.31,0.51,0.95,0.67,0.38,0.33,0.26,0.1,0.03,0.0,0.0,0.08,0.21,0.41,0.26,0.21,0.21,0.26,0.28,0.26,0.28,0.46,0.59,0.85,0.56,0.33,0.28,0.23,0.08,0.05,0.0,0.0,0.05,0.18,0.38,0.23,0.18,0.21,0.26,0.28,0.26,0.26,0.31,0.51,0.9,0.59,0.36,0.33,0.28,0.1,0.03,0.0,0.0,0.08,0.21,0.41,0.28,0.23,0.23,0.28,0.28,0.26,0.28,0.33,0.54,1.0,0.64,0.41,0.33,0.28,0.1,0.05,0.0,0.0,0.08,0.21,0.41,0.28,0.23,0.26,0.28,0.31,0.28,0.28,0.33,0.54,1.0,0.69,0.46,0.38,0.31,0.13,0.05,0.0,0.0,0.08,0.13,0.18,0.23,0.26,0.28,0.33,0.33,0.31,0.28,0.33,0.44,0.41,0.31,0.28,0.26,0.21,0.1,0.03,0.0,0.0,0.05,0.1,0.15,0.18,0.23,0.28,0.28,0.31,0.31,0.28,0.33,0.41,0.41,0.33,0.28,0.26,0.18,0.1,2
O12 IN,0.06,0.0,0.0,0.12,0.5,1.0,0.56,0.37,0.37,0.37,0.37,0.37,0.31,0.44,0.56,0.87,0.62,0.37,0.31,0.25,0.12,0.0,0.0,0.0,0.12,0.44,1.0,0.62,0.37,0.31,0.37,0.31,0.31,0.37,0.5,0.62,0.81,0.56,0.31,0.25,0.19,0.06,0.06,0.0,0.0,0.06,0.37,0.94,0.5,0.37,0.31,0.37,0.37,0.31,0.31,0.37,0.56,0.87,0.56,0.37,0.31,0.25,0.12,0.06,0.0,0.0,0.12,0.44,1.0,0.62,0.37,0.37,0.37,0.37,0.31,0.31,0.44,0.62,0.94,0.69,0.44,0.37,0.25,0.12,0.06,0.0,0.0,0.12,0.44,1.0,0.62,0.44,0.37,0.44,0.37,0.37,0.37,0.44,0.69,1.0,0.81,0.62,0.5,0.37,0.19,0.06,0.0,0.0,0.06,0.19,0.37,0.44,0.5,0.56,0.56,0.56,0.5,0.44,0.5,0.62,0.62,0.56,0.44,0.37,0.31,0.19,0.06,0.0,0.0,0.06,0.12,0.25,0.37,0.37,0.5,0.44,0.44,0.37,0.44,0.44,0.5,0.56,0.5,0.5,0.5,0.37,0.19,3
O13 IN,0.05,0.0,0.0,0.11,0.37,0.95,0.47,0.26,0.21,0.21,0.26,0.21,0.21,0.21,0.26,0.32,0.26,0.21,0.21,0.16,0.11,0.05,0.0,0.0,0.11,0.42,1.0,0.47,0.26,0.21,0.21,0.26,0.21,0.21,0.21,0.26,0.26,0.21,0.16,0.16,0.16,0.05,0.05,0.0,0.0,0.11,0.32,0.84,0.42,0.26,0.21,0.21,0.26,0.21,0.21,0.21,0.26,0.32,0.26,0.16,0.21,0.16,0.11,0.05,0.0,0.0,0.11,0.37,0.95,0.47,0.26,0.21,0.21,0.26,0.21,0.21,0.21,0.26,0.32,0.26,0.21,0.21,0.16,0.11,0.05,0.0,0.0,0.11,0.37,0.95,0.47,0.32,0.26,0.26,0.26,0.21,0.21,0.21,0.32,0.37,0.26,0.21,0.26,0.26,0.11,0.05,0.0,0.0,0.11,0.16,0.26,0.32,0.32,0.37,0.32,0.37,0.32,0.26,0.32,0.37,0.32,0.26,0.26,0.26,0.26,0.16,0.05,0.0,0.0,0.05,0.11,0.21,0.26,0.26,0.32,0.26,0.32,0.26,0.26,0.26,0.26,0.26,0.21,0.26,0.21,0.16,0.11,0
O14 IN,0.0,0.0,0.0,0.09,0.41,1.0,0.45,0.23,0.18,0.23,0.23,0.18,0.14,0.14,0.27,0.27,0.18,0.09,0.09,0.09,0.05,0.0,0.0,0.0,0.09,0.41,1.0,0.45,0.23,0.18,0.23,0.18,0.18,0.14,0.18,0.27,0.23,0.14,0.09,0.09,0.09,0.05,0.0,0.0,0.0,0.09,0.36,0.86,0.41,0.23,0.18,0.18,0.23,0.18,0.14,0.14,0.23,0.23,0.18,0.09,0.09,0.09,0.05,0.0,0.0,0.0,0.09,0.41,1.0,0.45,0.27,0.18,0.23,0.23,0.18,0.14,0.18,0.27,0.32,0.18,0.09,0.09,0.09,0.05,0.0,0.0,0.0,0.09,0.41,1.0,0.45,0.27,0.23,0.23,0.23,0.18,0.14,0.18,0.27,0.32,0.23,0.14,0.14,0.09,0.05,0.0,0.0,0.0,0.05,0.14,0.23,0.27,0.27,0.27,0.27,0.32,0.23,0.23,0.23,0.27,0.23,0.14,0.09,0.09,0.09,0.05,0.0,0.0,0.0,0.05,0.14,0.18,0.23,0.23,0.27,0.23,0.23,0.23,0.18,0.18,0.27,0.23,0.14,0.09,0.09,0.09,0.05,0
O15 IN,0.0,0.0,0.0,0.08,0.42,0.92,0.42,0.25,0.17,0.25,0.25,0.17,0.17,0.17,0.25,0.42,0.25,0.17,0.17,0.17,0.08,0.0,0.0,0.0,0.08,0.42,1.0,0.5,0.25,0.17,0.25,0.25,0.17,0.17,0.25,0.33,0.42,0.25,0.17,0.17,0.08,0.08,0.0,0.0,0.0,0.08,0.33,0.83,0.42,0.17,0.17,0.25,0.25,0.17,0.17,0.17,0.25,0.33,0.25,0.17,0.17,0.17,0.08,0.0,0.0,0.0,0.08,0.33,0.92,0.42,0.25,0.25,0.25,0.25,0.17,0.17,0.17,0.25,0.42,0.33,0.17,0.17,0.17,0.08,0.08,0.0,0.0,0.08,0.42,0.92,0.42,0.25,0.25,0.25,0.25,0.17,0.17,0.25,0.33,0.5,0.33,0.25,0.17,0.17,0.08,0.08,0.0,0.0,0.08,0.17,0.25,0.33,0.33,0.33,0.33,0.33,0.25,0.25,0.33,0.33,0.33,0.33,0.25,0.17,0.17,0.08,0.0,0.0,0.0,0.08,0.17,0.17,0.25,0.25,0.33,0.33,0.33,0.33,0.25,0.25,0.33,0.33,0.25,0.25,0.17,0.17,0.08,0
O16 IN,0.0,0.0,0.0,0.0,0.17,0.42,0.17,0.08,0.08,0.08,0.17,0.08,0.17,0.17,0.33,1.0,0.58,0.25,0.17,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.42,0.17,0.17,0.08,0.08,0.17,0.17,0.17,0.33,0.5,0.83,0.5,0.17,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.33,0.17,0.08,0.08,0.08,0.17,0.08,0.08,0.17,0.33,0.75,0.5,0.17,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.42,0.17,0.17,0.08,0.17,0.17,0.08,0.17,0.17,0.42,1.0,0.58,0.25,0.17,0.17,0.08,0.0,0.0,0.0,0.0,0.17,0.42,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.42,1.0,0.67,0.25,0.17,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.17,0.17,0.08,0.08,0.08,0.17,0.17,0.17,0.08,0.08,0.08,0.08,0.0,2
O17 IN,0.0,0.0,0.0,0.09,0.36,0.91,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.36,0.45,0.27,0.18,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.36,1.0,0.36,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.36,0.45,0.27,0.18,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.27,0.82,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.36,0.45,0.27,0.18,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.36,0.91,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.36,0.55,0.27,0.18,0.18,0.09,0.0,0.0,0.0,0.0,0.09,0.36,0.91,0.36,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.36,0.55,0.36,0.18,0.18,0.18,0.09,0.0,0.0,0.0,0.09,0.18,0.18,0.27,0.27,0.27,0.27,0.27,0.18,0.27,0.27,0.27,0.27,0.18,0.18,0.18,0.18,0.09,0.0,0.0,0.0,0.0,0.09,0.18,0.18,0.18,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18,0.18,0.09,0.09,0
O18 IN,0.0,0.0,0.0,0.08,0.42,0.96,0.38,0.19,0.19,0.19,0.19,0.15,0.12,0.15,0.19,0.23,0.15,0.12,0.12,0.12,0.04,0.0,0.0,0.0,0.08,0.42,1.0,0.38,0.19,0.15,0.15,0.15,0.12,0.12,0.15,0.19,0.19,0.12,0.08,0.12,0.12,0.04,0.0,0.0,0.0,0.08,0.35,0.81,0.35,0.19,0.15,0.15,0.15,0.15,0.12,0.15,0.15,0.19,0.15,0.12,0.15,0.19,0.04,0.04,0.0,0.0,0.08,0.38,1.0,0.42,0.23,0.19,0.15,0.19,0.15,0.12,0.15,0.19,0.23,0.15,0.12,0.15,0.15,0.08,0.04,0.0,0.0,0.08,0.38,1.0,0.42,0.23,0.19,0.19,0.19,0.15,0.12,0.15,0.23,0.27,0.19,0.15,0.19,0.27,0.15,0.04,0.0,0.0,0.04,0.15,0.23,0.27,0.23,0.27,0.27,0.27,0.19,0.19,0.19,0.23,0.27,0.19,0.19,0.35,0.42,0.15,0.04,0.0,0.0,0.04,0.08,0.15,0.19,0.23,0.23,0.23,0.23,0.19,0.19,0.15,0.19,0.19,0.15,0.15,0.27,0.35,0.08,0
O19 IN,0.0,0.0,0.0,0.14,0.43,1.0,0.5,0.29,0.29,0.36,0.36,0.29,0.29,0.43,0.5,0.57,0.36,0.21,0.21,0.21,0.07,0.0,0.0,0.0,0.07,0.43,1.0,0.5,0.29,0.21,0.29,0.29,0.29,0.29,0.36,0.57,0.5,0.29,0.14,0.14,0.14,0.07,0.0,0.0,0.0,0.07,0.36,0.86,0.43,0.21,0.21,0.29,0.29,0.29,0.21,0.29,0.5,0.5,0.29,0.14,0.14,0.21,0.07,0.0,0.0,0.0,0.07,0.36,1.0,0.5,0.29,0.29,0.36,0.36,0.29,0.29,0.29,0.57,0.57,0.36,0.21,0.21,0.29,0.14,0.0,0.0,0.0,0.07,0.36,1.0,0.5,0.29,0.29,0.29,0.36,0.29,0.21,0.29,0.5,0.57,0.36,0.21,0.21,0.21,0.07,0.0,0.0,0.0,0.07,0.14,0.29,0.29,0.36,0.36,0.43,0.43,0.36,0.29,0.29,0.36,0.36,0.29,0.21,0.21,0.14,0.07,0.0,0.0,0.0,0.07,0.14,0.21,0.29,0.36,0.36,0.36,0.36,0.36,0.29,0.29,0.29,0.29,0.21,0.21,0.14,0.14,0.07,3
O20 IN,0.0,0.0,0.0,0.08,0.44,0.96,0.44,0.24,0.2,0.16,0.16,0.12,0.08,0.08,0.16,0.2,0.12,0.08,0.04,0.04,0.04,0.0,0.0,0.0,0.08,0.44,1.0,0.44,0.24,0.16,0.16,0.16,0.12,0.08,0.08,0.16,0.2,0.08,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.08,0.36,0.8,0.4,0.2,0.16,0.16,0.2,0.16,0.12,0.08,0.16,0.2,0.12,0.08,0.04,0.04,0.04,0.0,0.0,0.0,0.08,0.44,0.96,0.48,0.24,0.2,0.16,0.2,0.12,0.08,0.08,0.16,0.2,0.12,0.08,0.04,0.04,0.04,0.0,0.0,0.0,0.08,0.44,0.96,0.44,0.28,0.2,0.2,0.2,0.12,0.12,0.12,0.2,0.24,0.16,0.08,0.08,0.08,0.04,0.0,0.0,0.0,0.04,0.16,0.28,0.28,0.28,0.32,0.28,0.24,0.2,0.16,0.16,0.2,0.2,0.12,0.08,0.08,0.08,0.04,0.0,0.0,0.0,0.04,0.12,0.2,0.24,0.24,0.28,0.24,0.24,0.2,0.16,0.16,0.16,0.16,0.12,0.08,0.08,0.04,0.04,0
O21 IN,0.0,0.0,0.0,0.07,0.48,1.0,0.41,0.22,0.15,0.19,0.15,0.15,0.11,0.11,0.15,0.19,0.11,0.07,0.04,0.04,0.04,0.0,0.0,0.0,0.07,0.48,1.0,0.41,0.22,0.15,0.15,0.15,0.11,0.07,0.11,0.15,0.19,0.11,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.07,0.41,0.81,0.33,0.19,0.15,0.15,0.15,0.11,0.07,0.11,0.15,0.19,0.11,0.07,0.04,0.04,0.04,0.0,0.0,0.0,0.07,0.48,1.0,0.41,0.22,0.15,0.15,0.15,0.11,0.11,0.11,0.15,0.19,0.11,0.07,0.07,0.04,0.04,0.0,0.0,0.0,0.07,0.48,0.96,0.41,0.22,0.19,0.15,0.15,0.15,0.11,0.11,0.15,0.22,0.15,0.07,0.07,0.07,0.04,0.0,0.0,0.0,0.04,0.15,0.22,0.26,0.26,0.3,0.22,0.22,0.19,0.15,0.15,0.15,0.19,0.11,0.07,0.07,0.07,0.04,0.0,0.0,0.0,0.04,0.11,0.19,0.22,0.22,0.26,0.22,0.19,0.15,0.15,0.15,0.15,0.11,0.11,0.07,0.07,0.07,0.04,0
O50 IN,0.0,0.0,0.0,0.1,0.41,0.97,0.45,0.24,0.17,0.17,0.21,0.17,0.14,0.14,0.17,0.21,0.14,0.1,0.1,0.1,0.03,0.0,0.0,0.0,0.1,0.41,1.0,0.45,0.24,0.17,0.17,0.21,0.14,0.14,0.14,0.14,0.17,0.14,0.1,0.1,0.07,0.03,0.0,0.0,0.0,0.1,0.34,0.83,0.38,0.24,0.17,0.17,0.21,0.17,0.14,0.14,0.17,0.21,0.14,0.1,0.1,0.07,0.03,0.0,0.0,0.0,0.1,0.41,0.97,0.45,0.24,0.21,0.17,0.21,0.17,0.14,0.14,0.17,0.21,0.14,0.1,0.1,0.07,0.03,0.03,0.0,0.0,0.1,0.38,0.97,0.45,0.28,0.21,0.17,0.21,0.17,0.14,0.14,0.17,0.24,0.17,0.14,0.14,0.1,0.07,0.03,0.0,0.0,0.07,0.17,0.24,0.28,0.28,0.31,0.28,0.31,0.24,0.21,0.21,0.24,0.21,0.14,0.14,0.14,0.1,0.07,0.03,0.0,0.0,0.07,0.1,0.21,0.24,0.24,0.28,0.24,0.24,0.24,0.21,0.17,0.17,0.17,0.14,0.1,0.1,0.1,0.03,0
O51 IN,0.0,0.0,0.0,0.12,0.41,1.0,0.44,0.25,0.19,0.19,0.19,0.12,0.09,0.12,0.16,0.19,0.12,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.09,0.41,1.0,0.44,0.25,0.19,0.19,0.19,0.12,0.09,0.12,0.16,0.16,0.09,0.06,0.06,0.03,0.03,0.0,0.0,0.0,0.09,0.34,0.87,0.37,0.22,0.19,0.16,0.19,0.16,0.12,0.12,0.16,0.19,0.12,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.12,0.41,1.0,0.47,0.25,0.19,0.19,0.19,0.16,0.12,0.12,0.16,0.19,0.12,0.06,0.06,0.06,0.03,0.03,0.0,0.0,0.09,0.41,1.0,0.44,0.25,0.19,0.19,0.19,0.16,0.12,0.12,0.19,0.25,0.16,0.09,0.06,0.06,0.03,0.03,0.0,0.0,0.06,0.16,0.25,0.28,0.31,0.31,0.28,0.25,0.22,0.19,0.19,0.22,0.19,0.12,0.09,0.09,0.09,0.03,0.0,0.0,0.0,0.06,0.12,0.19,0.22,0.25,0.28,0.22,0.22,0.19,0.16,0.16,0.16,0.16,0.09,0.09,0.06,0.06,0.03,0
O52 IN,0.0,0.0,0.0,0.1,0.35,0.97,0.42,0.23,0.19,0.19,0.19,0.16,0.13,0.13,0.16,0.19,0.13,0.1,0.06,0.06,0.03,0.0,0.0,0.0,0.1,0.35,1.0,0.42,0.23,0.19,0.16,0.19,0.16,0.13,0.13,0.16,0.16,0.13,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.06,0.29,0.84,0.35,0.19,0.16,0.16,0.19,0.16,0.13,0.13,0.16,0.19,0.13,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.1,0.35,0.97,0.42,0.23,0.19,0.19,0.19,0.16,0.13,0.13,0.16,0.19,0.13,0.1,0.1,0.06,0.03,0.03,0.0,0.0,0.1,0.35,0.97,0.42,0.26,0.19,0.19,0.19,0.16,0.13,0.16,0.19,0.23,0.16,0.1,0.13,0.1,0.03,0.03,0.0,0.0,0.06,0.13,0.23,0.26,0.29,0.29,0.26,0.29,0.23,0.19,0.19,0.19,0.23,0.13,0.13,0.13,0.1,0.03,0.0,0.0,0.0,0.03,0.1,0.19,0.23,0.23,0.26,0.23,0.23,0.23,0.19,0.16,0.19,0.16,0.13,0.1,0.1,0.06,0.03,0
O53 IN,0.0,0.0,0.0,0.12,0.41,0.94,0.41,0.25,0.19,0.19,0.19,0.16,0.12,0.09,0.16,0.16,0.09,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.09,0.41,1.0,0.44,0.25,0.19,0.19,0.19,0.16,0.09,0.09,0.16,0.16,0.09,0.06,0.06,0.03,0.03,0.0,0.0,0.0,0.09,0.34,0.84,0.37,0.22,0.19,0.16,0.19,0.16,0.12,0.12,0.16,0.16,0.09,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.09,0.37,1.0,0.44,0.25,0.19,0.19,0.19,0.16,0.12,0.12,0.19,0.19,0.12,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.09,0.37,1.0,0.44,0.28,0.19,0.19,0.19,0.16,0.12,0.12,0.19,0.22,0.16,0.09,0.06,0.06,0.03,0.0,0.0,0.0,0.06,0.16,0.25,0.28,0.28,0.31,0.28,0.28,0.19,0.19,0.16,0.19,0.19,0.12,0.09,0.09,0.06,0.03,0.0,0.0,0.0,0.06,0.12,0.19,0.22,0.25,0.28,0.25,0.25,0.19,0.16,0.16,0.16,0.12,0.09,0.06,0.06,0.06,0.03,0
O54 IN,0.0,0.0,0.0,0.08,0.42,1.0,0.42,0.24,0.18,0.16,0.18,0.13,0.11,0.11,0.13,0.16,0.11,0.05,0.05,0.05,0.03,0.0,0.0,0.0,0.08,0.42,1.0,0.45,0.24,0.18,0.16,0.16,0.13,0.11,0.11,0.13,0.13,0.08,0.05,0.05,0.03,0.03,0.0,0.0,0.0,0.08,0.34,0.84,0.39,0.21,0.18,0.16,0.18,0.13,0.11,0.11,0.13,0.13,0.11,0.05,0.05,0.05,0.03,0.0,0.0,0.0,0.11,0.42,1.0,0.47,0.26,0.18,0.18,0.18,0.16,0.11,0.11,0.16,0.16,0.11,0.05,0.05,0.05,0.03,0.0,0.0,0.0,0.08,0.42,1.0,0.45,0.26,0.21,0.18,0.18,0.16,0.11,0.13,0.16,0.21,0.13,0.08,0.05,0.05,0.03,0.0,0.0,0.0,0.05,0.13,0.24,0.26,0.29,0.29,0.26,0.26,0.21,0.18,0.16,0.18,0.18,0.13,0.08,0.08,0.05,0.03,0.0,0.0,0.0,0.05,0.11,0.18,0.21,0.21,0.26,0.21,0.21,0.18,0.16,0.13,0.16,0.13,0.08,0.08,0.08,0.05,0.03,0
R02 IN,0.05,0.0,0.0,0.05,0.29,0.67,0.33,0.19,0.19,0.19,0.24,0.19,0.19,0.24,0.43,0.95,0.95,0.48,0.29,0.24,0.14,0.05,0.0,0.0,0.05,0.29,0.67,0.33,0.24,0.19,0.19,0.24,0.19,0.24,0.38,0.57,0.86,0.76,0.38,0.29,0.24,0.1,0.05,0.0,0.0,0.05,0.24,0.57,0.29,0.19,0.19,0.19,0.24,0.19,0.19,0.24,0.43,0.95,0.76,0.43,0.29,0.24,0.1,0.05,0.0,0.0,0.05,0.29,0.67,0.33,0.24,0.19,0.24,0.24,0.19,0.24,0.24,0.43,1.0,0.9,0.48,0.33,0.29,0.14,0.05,0.0,0.0,0.05,0.24,0.67,0.33,0.24,0.24,0.24,0.24,0.24,0.24,0.29,0.48,1.0,0.9,0.48,0.33,0.29,0.19,0.05,0.0,0.0,0.05,0.14,0.24,0.24,0.24,0.29,0.29,0.33,0.29,0.24,0.29,0.38,0.38,0.38,0.33,0.29,0.29,0.14,0.05,0.0,0.0,0.05,0.1,0.19,0.19,0.24,0.29,0.29,0.29,0.24,0.24,0.24,0.33,0.38,0.33,0.29,0.24,0.19,0.1,2
