,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,cluster
BR23 OUT,0.0,0.0,0.0,0.0,0.16,0.95,0.32,0.11,0.11,0.11,0.11,0.05,0.05,0.05,0.11,0.21,0.11,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.21,0.95,0.37,0.11,0.11,0.11,0.11,0.11,0.05,0.11,0.11,0.16,0.11,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.16,0.95,0.32,0.11,0.11,0.11,0.11,0.11,0.05,0.05,0.11,0.21,0.11,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.21,1.0,0.37,0.11,0.11,0.11,0.11,0.11,0.05,0.11,0.11,0.21,0.11,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.21,0.95,0.32,0.11,0.11,0.11,0.11,0.11,0.05,0.11,0.16,0.21,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.11,0.16,0.16,0.11,0.11,0.11,0.11,0.16,0.11,0.11,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.16,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.05,0.05,0.05,0.0,0.0,0
G01 OUT,0.08,0.0,0.0,0.23,0.38,0.31,0.23,0.23,0.23,0.31,0.31,0.31,0.31,0.38,0.62,0.92,1.0,0.62,0.62,0.54,0.23,0.08,0.0,0.0,0.15,0.38,0.31,0.23,0.23,0.23,0.31,0.31,0.31,0.38,0.54,0.85,0.85,0.85,0.54,0.54,0.46,0.15,0.08,0.0,0.0,0.15,0.31,0.31,0.23,0.23,0.23,0.23,0.31,0.31,0.31,0.38,0.62,0.85,0.85,0.62,0.69,0.54,0.23,0.08,0.0,0.0,0.15,0.38,0.31,0.23,0.31,0.31,0.23,0.31,0.31,0.38,0.46,0.69,0.92,1.0,0.69,0.69,0.62,0.23,0.15,0.0,0.0,0.15,0.38,0.31,0.31,0.31,0.31,0.23,0.31,0.31,0.38,0.46,0.69,0.92,0.92,0.69,0.77,0.69,0.31,0.15,0.0,0.0,0.15,0.31,0.38,0.38,0.38,0.38,0.38,0.46,0.46,0.46,0.54,0.62,0.62,0.54,0.62,0.69,0.62,0.31,0.08,0.0,0.0,0.15,0.31,0.31,0.38,0.38,0.46,0.38,0.46,0.54,0.54,0.62,0.62,0.62,0.54,0.54,0.54,0.46,0.23,3
G02 OUT,0.06,0.0,0.0,0.06,0.24,0.35,0.18,0.18,0.18,0.18,0.24,0.24,0.24,0.35,0.59,1.0,0.82,0.59,0.53,0.53,0.24,0.06,0.0,0.0,0.06,0.24,0.35,0.18,0.12,0.18,0.18,0.24,0.24,0.29,0.53,0.76,0.94,0.71,0.53,0.53,0.47,0.18,0.06,0.0,0.0,0.06,0.18,0.29,0.18,0.12,0.12,0.18,0.24,0.24,0.24,0.35,0.59,0.88,0.71,0.59,0.59,0.53,0.24,0.06,0.0,0.0,0.06,0.24,0.35,0.18,0.18,0.18,0.18,0.24,0.24,0.29,0.35,0.59,0.94,0.82,0.59,0.59,0.59,0.24,0.12,0.0,0.0,0.06,0.24,0.35,0.18,0.18,0.18,0.18,0.24,0.24,0.29,0.35,0.59,0.94,0.76,0.59,0.65,0.71,0.35,0.12,0.0,0.0,0.06,0.12,0.18,0.18,0.18,0.18,0.24,0.29,0.24,0.29,0.35,0.47,0.53,0.41,0.47,0.59,0.59,0.35,0.06,0.0,0.0,0.06,0.12,0.12,0.12,0.12,0.18,0.18,0.24,0.24,0.29,0.35,0.47,0.47,0.47,0.47,0.47,0.41,0.24,1
G03 OUT,0.05,0.0,0.0,0.1,0.38,0.67,0.38,0.24,0.24,0.29,0.29,0.29,0.29,0.38,0.67,1.0,0.81,0.57,0.52,0.43,0.19,0.05,0.0,0.0,0.1,0.33,0.67,0.33,0.24,0.24,0.29,0.29,0.29,0.33,0.52,0.81,0.9,0.71,0.48,0.48,0.38,0.19,0.1,0.0,0.0,0.05,0.29,0.48,0.29,0.19,0.19,0.24,0.29,0.29,0.33,0.38,0.62,0.95,0.71,0.52,0.52,0.48,0.24,0.1,0.0,0.0,0.1,0.33,0.67,0.33,0.24,0.24,0.29,0.29,0.29,0.33,0.38,0.71,1.0,0.81,0.62,0.57,0.52,0.24,0.1,0.0,0.0,0.05,0.33,0.67,0.33,0.24,0.24,0.29,0.33,0.33,0.33,0.43,0.71,0.95,0.81,0.62,0.62,0.57,0.33,0.1,0.0,0.0,0.05,0.1,0.19,0.24,0.24,0.29,0.29,0.33,0.33,0.38,0.43,0.57,0.52,0.48,0.48,0.57,0.52,0.29,0.05,0.0,0.0,0.05,0.1,0.14,0.19,0.19,0.24,0.29,0.29,0.29,0.33,0.38,0.52,0.52,0.48,0.48,0.48,0.38,0.24,3
G03A OUT,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,1.0,0.75,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0.75,0.25,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,1.0,1.0,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0.5,0.5,0.75,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.25,0.5,0.25,0.25,0.25,1
G04 OUT,0.04,0.0,0.0,0.11,0.39,0.96,0.61,0.29,0.25,0.25,0.29,0.25,0.25,0.32,0.54,0.89,0.68,0.43,0.39,0.36,0.14,0.04,0.0,0.0,0.11,0.39,1.0,0.61,0.29,0.25,0.25,0.29,0.25,0.29,0.43,0.64,0.82,0.57,0.36,0.36,0.32,0.11,0.04,0.0,0.0,0.07,0.29,0.75,0.5,0.25,0.21,0.25,0.25,0.25,0.25,0.29,0.5,0.82,0.61,0.39,0.43,0.39,0.14,0.07,0.0,0.0,0.11,0.39,0.96,0.64,0.29,0.25,0.29,0.29,0.29,0.29,0.32,0.57,0.89,0.68,0.43,0.46,0.43,0.14,0.11,0.0,0.0,0.11,0.39,0.96,0.64,0.29,0.25,0.29,0.29,0.29,0.29,0.32,0.54,0.93,0.68,0.43,0.46,0.5,0.21,0.07,0.0,0.0,0.07,0.18,0.25,0.25,0.25,0.32,0.32,0.29,0.29,0.29,0.36,0.5,0.46,0.39,0.36,0.43,0.43,0.21,0.04,0.0,0.0,0.04,0.14,0.14,0.18,0.18,0.29,0.25,0.25,0.25,0.25,0.32,0.43,0.46,0.39,0.39,0.39,0.32,0.14,3
G05 OUT,0.05,0.0,0.0,0.09,0.32,0.5,0.27,0.23,0.23,0.27,0.27,0.27,0.32,0.41,0.59,1.0,0.73,0.55,0.5,0.36,0.18,0.05,0.0,0.0,0.09,0.32,0.5,0.32,0.23,0.23,0.27,0.32,0.27,0.32,0.5,0.68,0.91,0.64,0.45,0.41,0.36,0.14,0.05,0.0,0.0,0.05,0.23,0.41,0.23,0.23,0.23,0.27,0.27,0.27,0.27,0.36,0.59,0.95,0.73,0.5,0.5,0.41,0.18,0.05,0.0,0.0,0.09,0.27,0.45,0.27,0.23,0.23,0.27,0.27,0.27,0.32,0.41,0.64,1.0,0.73,0.55,0.55,0.45,0.18,0.09,0.0,0.0,0.09,0.36,0.45,0.27,0.23,0.23,0.27,0.32,0.32,0.32,0.41,0.64,1.0,0.77,0.55,0.59,0.5,0.23,0.09,0.0,0.0,0.05,0.36,0.36,0.27,0.32,0.27,0.36,0.36,0.36,0.36,0.45,0.59,0.59,0.5,0.45,0.5,0.45,0.23,0.05,0.0,0.0,0.09,0.27,0.32,0.27,0.27,0.27,0.27,0.32,0.32,0.36,0.41,0.55,0.59,0.5,0.45,0.45,0.36,0.18,3
G06 OUT,0.08,0.0,0.0,0.08,0.15,0.38,0.23,0.15,0.23,0.23,0.23,0.23,0.31,0.38,0.69,1.0,0.92,0.62,0.54,0.46,0.23,0.08,0.0,0.0,0.08,0.15,0.38,0.23,0.15,0.23,0.23,0.23,0.31,0.31,0.54,0.85,0.92,0.77,0.54,0.54,0.38,0.15,0.08,0.0,0.0,0.08,0.15,0.31,0.23,0.15,0.15,0.23,0.23,0.23,0.31,0.38,0.69,1.0,0.85,0.54,0.62,0.46,0.23,0.08,0.0,0.0,0.08,0.15,0.38,0.23,0.15,0.23,0.23,0.23,0.31,0.31,0.38,0.69,1.0,0.85,0.62,0.69,0.54,0.23,0.15,0.0,0.0,0.08,0.15,0.31,0.23,0.23,0.23,0.31,0.31,0.31,0.31,0.38,0.69,0.92,0.85,0.62,0.69,0.62,0.31,0.15,0.0,0.0,0.08,0.08,0.15,0.23,0.23,0.31,0.31,0.31,0.38,0.38,0.46,0.54,0.54,0.46,0.54,0.62,0.54,0.31,0.08,0.0,0.0,0.08,0.08,0.15,0.23,0.23,0.23,0.31,0.31,0.31,0.38,0.46,0.54,0.54,0.46,0.54,0.54,0.46,0.23,1
G07 OUT,0.03,0.0,0.0,0.09,0.41,0.84,0.56,0.44,0.44,0.53,0.53,0.44,0.41,0.44,0.69,0.84,0.66,0.41,0.34,0.31,0.09,0.03,0.0,0.0,0.09,0.44,0.87,0.62,0.47,0.44,0.5,0.5,0.44,0.41,0.5,0.69,0.75,0.53,0.31,0.28,0.25,0.09,0.06,0.0,0.0,0.09,0.37,0.75,0.53,0.41,0.41,0.5,0.56,0.47,0.47,0.44,0.72,0.84,0.62,0.37,0.34,0.31,0.09,0.06,0.0,0.0,0.09,0.41,0.87,0.62,0.47,0.44,0.56,0.59,0.47,0.41,0.44,0.75,0.91,0.66,0.37,0.37,0.34,0.12,0.09,0.0,0.0,0.09,0.44,0.84,0.62,0.5,0.5,0.59,0.59,0.47,0.47,0.5,0.81,1.0,0.81,0.47,0.41,0.41,0.16,0.06,0.0,0.0,0.09,0.31,0.44,0.5,0.53,0.66,0.69,0.69,0.66,0.62,0.66,0.81,0.78,0.56,0.47,0.41,0.37,0.16,0.06,0.0,0.0,0.06,0.22,0.47,0.44,0.44,0.62,0.69,0.72,0.62,0.59,0.59,0.75,0.69,0.47,0.41,0.41,0.28,0.12,2
G08 OUT,0.04,0.0,0.0,0.09,0.43,0.78,0.39,0.3,0.3,0.35,0.39,0.35,0.35,0.43,0.65,0.91,0.74,0.43,0.39,0.3,0.13,0.04,0.0,0.0,0.09,0.39,0.87,0.43,0.3,0.3,0.35,0.39,0.35,0.35,0.57,0.7,0.87,0.65,0.39,0.35,0.26,0.09,0.04,0.0,0.0,0.09,0.35,0.74,0.39,0.26,0.26,0.35,0.39,0.35,0.35,0.43,0.7,0.96,0.7,0.43,0.43,0.3,0.13,0.04,0.0,0.0,0.09,0.39,0.78,0.43,0.3,0.3,0.35,0.43,0.39,0.39,0.48,0.7,1.0,0.78,0.48,0.43,0.35,0.13,0.04,0.0,0.0,0.09,0.39,0.83,0.43,0.3,0.3,0.39,0.43,0.39,0.39,0.48,0.7,1.0,0.83,0.52,0.48,0.43,0.17,0.04,0.0,0.0,0.04,0.13,0.35,0.39,0.35,0.39,0.43,0.52,0.52,0.48,0.57,0.74,0.74,0.57,0.48,0.48,0.35,0.17,0.04,0.0,0.0,0.04,0.13,0.35,0.35,0.3,0.3,0.39,0.43,0.43,0.43,0.48,0.61,0.61,0.48,0.43,0.43,0.26,0.13,3
G10 OUT,0.02,0.0,0.0,0.07,0.35,0.98,0.38,0.29,0.27,0.29,0.33,0.27,0.24,0.25,0.29,0.4,0.27,0.15,0.13,0.09,0.04,0.0,0.0,0.0,0.07,0.35,1.0,0.42,0.31,0.27,0.31,0.33,0.27,0.25,0.27,0.31,0.36,0.22,0.11,0.11,0.09,0.04,0.02,0.0,0.0,0.05,0.31,0.91,0.36,0.27,0.25,0.31,0.35,0.29,0.24,0.25,0.33,0.42,0.25,0.15,0.13,0.09,0.04,0.02,0.0,0.0,0.07,0.35,1.0,0.44,0.31,0.29,0.33,0.36,0.29,0.25,0.27,0.33,0.42,0.25,0.15,0.15,0.11,0.04,0.02,0.0,0.0,0.05,0.36,1.0,0.44,0.35,0.29,0.35,0.38,0.31,0.29,0.33,0.4,0.51,0.31,0.16,0.16,0.13,0.05,0.02,0.0,0.0,0.04,0.11,0.25,0.36,0.38,0.36,0.4,0.53,0.42,0.33,0.31,0.36,0.42,0.33,0.15,0.15,0.13,0.05,0.02,0.0,0.0,0.04,0.11,0.25,0.36,0.38,0.35,0.35,0.45,0.42,0.31,0.27,0.38,0.31,0.18,0.15,0.13,0.09,0.04,0
G11 OUT,0.0,0.0,0.0,0.1,0.43,0.95,0.38,0.24,0.19,0.24,0.29,0.24,0.19,0.19,0.24,0.33,0.19,0.14,0.1,0.1,0.05,0.0,0.0,0.0,0.1,0.43,1.0,0.38,0.24,0.19,0.19,0.29,0.24,0.19,0.19,0.24,0.29,0.14,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.05,0.38,0.9,0.33,0.24,0.14,0.19,0.29,0.24,0.19,0.19,0.24,0.33,0.19,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.05,0.43,1.0,0.38,0.24,0.19,0.24,0.29,0.29,0.19,0.19,0.24,0.33,0.19,0.14,0.14,0.1,0.05,0.0,0.0,0.0,0.05,0.43,1.0,0.43,0.24,0.19,0.19,0.29,0.24,0.19,0.19,0.24,0.33,0.19,0.1,0.14,0.1,0.05,0.0,0.0,0.0,0.05,0.1,0.19,0.19,0.14,0.14,0.19,0.24,0.14,0.14,0.14,0.19,0.14,0.1,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.05,0.1,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.1,0.1,0.1,0.1,0.05,0
G13 OUT,0.0,0.0,0.0,0.1,0.38,0.95,0.38,0.29,0.29,0.29,0.33,0.29,0.29,0.29,0.33,0.43,0.33,0.19,0.19,0.14,0.05,0.0,0.0,0.0,0.1,0.43,1.0,0.38,0.29,0.24,0.29,0.29,0.29,0.29,0.33,0.33,0.43,0.24,0.14,0.14,0.1,0.05,0.0,0.0,0.0,0.1,0.38,0.9,0.33,0.24,0.24,0.24,0.29,0.29,0.29,0.29,0.33,0.48,0.29,0.19,0.19,0.14,0.05,0.0,0.0,0.0,0.1,0.38,0.95,0.38,0.29,0.24,0.29,0.29,0.29,0.29,0.29,0.33,0.48,0.29,0.19,0.19,0.14,0.05,0.0,0.0,0.0,0.1,0.38,0.95,0.38,0.33,0.29,0.33,0.33,0.33,0.33,0.29,0.38,0.52,0.38,0.24,0.24,0.19,0.1,0.05,0.0,0.0,0.05,0.1,0.19,0.29,0.33,0.38,0.38,0.43,0.48,0.43,0.43,0.38,0.33,0.24,0.19,0.19,0.19,0.1,0.0,0.0,0.0,0.05,0.1,0.14,0.24,0.29,0.29,0.33,0.38,0.43,0.38,0.38,0.33,0.29,0.19,0.19,0.19,0.14,0.05,0
G14 OUT,0.02,0.0,0.0,0.06,0.22,0.8,0.5,0.39,0.44,0.46,0.43,0.41,0.35,0.35,0.52,0.72,0.48,0.26,0.19,0.13,0.06,0.02,0.0,0.0,0.06,0.24,0.81,0.52,0.41,0.44,0.46,0.44,0.39,0.35,0.43,0.5,0.65,0.41,0.22,0.17,0.11,0.04,0.02,0.0,0.0,0.06,0.2,0.72,0.48,0.37,0.43,0.46,0.44,0.44,0.37,0.39,0.56,0.78,0.48,0.24,0.19,0.15,0.06,0.02,0.0,0.0,0.06,0.24,0.8,0.54,0.41,0.46,0.48,0.46,0.44,0.39,0.39,0.57,0.83,0.52,0.28,0.2,0.15,0.06,0.04,0.0,0.0,0.06,0.22,0.78,0.52,0.44,0.5,0.54,0.52,0.48,0.43,0.44,0.65,1.0,0.67,0.33,0.26,0.19,0.09,0.04,0.0,0.0,0.04,0.09,0.19,0.33,0.48,0.69,0.67,0.7,0.63,0.57,0.63,0.74,0.65,0.44,0.31,0.26,0.2,0.09,0.02,0.0,0.0,0.04,0.07,0.15,0.28,0.41,0.61,0.59,0.61,0.57,0.5,0.5,0.57,0.5,0.33,0.26,0.2,0.15,0.06,2
G16 OUT,0.01,0.0,0.0,0.04,0.26,0.98,0.38,0.17,0.15,0.15,0.17,0.14,0.12,0.13,0.19,0.3,0.19,0.09,0.08,0.06,0.03,0.01,0.0,0.0,0.04,0.27,1.0,0.39,0.18,0.15,0.16,0.17,0.14,0.12,0.16,0.2,0.26,0.15,0.08,0.07,0.05,0.02,0.01,0.0,0.0,0.04,0.25,0.9,0.35,0.16,0.15,0.15,0.18,0.14,0.12,0.14,0.21,0.31,0.16,0.09,0.08,0.06,0.03,0.01,0.0,0.0,0.04,0.27,0.97,0.42,0.18,0.15,0.17,0.19,0.15,0.13,0.14,0.21,0.34,0.19,0.09,0.09,0.07,0.03,0.02,0.0,0.0,0.05,0.26,0.97,0.38,0.18,0.17,0.18,0.19,0.15,0.13,0.15,0.22,0.38,0.21,0.1,0.1,0.09,0.03,0.02,0.0,0.0,0.03,0.04,0.12,0.14,0.14,0.17,0.18,0.2,0.15,0.13,0.15,0.21,0.2,0.12,0.09,0.1,0.09,0.03,0.01,0.0,0.0,0.02,0.03,0.09,0.09,0.09,0.15,0.14,0.13,0.11,0.1,0.1,0.15,0.14,0.09,0.08,0.08,0.06,0.03,0
G17 OUT,0.0,0.0,0.0,0.07,0.33,0.98,0.47,0.2,0.16,0.18,0.24,0.18,0.15,0.15,0.2,0.31,0.2,0.09,0.09,0.07,0.04,0.0,0.0,0.0,0.05,0.33,1.0,0.49,0.2,0.16,0.18,0.2,0.16,0.15,0.16,0.2,0.29,0.16,0.09,0.07,0.05,0.02,0.0,0.0,0.0,0.05,0.29,0.87,0.42,0.18,0.16,0.18,0.2,0.18,0.16,0.18,0.27,0.42,0.22,0.09,0.09,0.07,0.04,0.0,0.0,0.0,0.07,0.33,0.96,0.55,0.22,0.18,0.2,0.24,0.2,0.18,0.18,0.25,0.42,0.25,0.11,0.11,0.07,0.04,0.02,0.0,0.0,0.05,0.29,0.96,0.47,0.2,0.18,0.18,0.24,0.18,0.16,0.2,0.29,0.49,0.29,0.13,0.11,0.11,0.05,0.02,0.0,0.0,0.05,0.15,0.16,0.2,0.16,0.22,0.22,0.25,0.22,0.22,0.25,0.38,0.55,0.25,0.11,0.11,0.09,0.05,0.02,0.0,0.0,0.04,0.07,0.13,0.15,0.15,0.18,0.16,0.2,0.24,0.27,0.18,0.2,0.22,0.15,0.11,0.09,0.07,0.04,0
G18 OUT,0.02,0.0,0.0,0.06,0.31,1.0,0.48,0.24,0.2,0.2,0.2,0.19,0.17,0.19,0.28,0.39,0.26,0.15,0.15,0.13,0.06,0.02,0.0,0.0,0.06,0.33,1.0,0.48,0.24,0.19,0.2,0.19,0.19,0.17,0.22,0.3,0.35,0.22,0.15,0.13,0.11,0.06,0.02,0.0,0.0,0.04,0.3,0.87,0.44,0.22,0.19,0.19,0.2,0.19,0.17,0.19,0.28,0.39,0.24,0.15,0.17,0.13,0.06,0.02,0.0,0.0,0.06,0.31,0.96,0.52,0.24,0.2,0.2,0.2,0.2,0.17,0.19,0.3,0.41,0.26,0.15,0.17,0.15,0.07,0.04,0.0,0.0,0.06,0.31,0.98,0.48,0.24,0.2,0.22,0.2,0.2,0.19,0.19,0.3,0.43,0.3,0.17,0.19,0.19,0.09,0.04,0.0,0.0,0.04,0.07,0.15,0.2,0.19,0.24,0.22,0.26,0.2,0.2,0.22,0.26,0.24,0.19,0.17,0.19,0.17,0.07,0.02,0.0,0.0,0.02,0.06,0.11,0.15,0.17,0.19,0.17,0.2,0.19,0.17,0.19,0.22,0.2,0.17,0.15,0.15,0.13,0.06,0
G19 OUT,0.03,0.0,0.0,0.08,0.31,0.89,0.56,0.22,0.19,0.22,0.22,0.22,0.25,0.31,0.56,0.89,0.64,0.42,0.33,0.22,0.06,0.03,0.0,0.0,0.08,0.31,0.94,0.58,0.22,0.19,0.25,0.22,0.22,0.25,0.47,0.58,0.78,0.53,0.33,0.31,0.19,0.06,0.03,0.0,0.0,0.06,0.28,0.81,0.5,0.19,0.19,0.25,0.25,0.22,0.25,0.31,0.56,0.86,0.58,0.39,0.33,0.25,0.08,0.03,0.0,0.0,0.06,0.31,0.89,0.61,0.22,0.19,0.25,0.25,0.22,0.25,0.33,0.58,0.94,0.67,0.42,0.39,0.28,0.11,0.06,0.0,0.0,0.06,0.33,0.89,0.58,0.22,0.22,0.25,0.25,0.25,0.28,0.36,0.61,1.0,0.72,0.5,0.42,0.33,0.11,0.06,0.0,0.0,0.06,0.11,0.19,0.19,0.22,0.25,0.25,0.28,0.31,0.31,0.39,0.56,0.61,0.53,0.44,0.39,0.36,0.14,0.03,0.0,0.0,0.03,0.08,0.11,0.14,0.17,0.22,0.22,0.25,0.28,0.31,0.33,0.47,0.5,0.44,0.39,0.28,0.22,0.06,3
O01 OUT,0.06,0.0,0.0,0.03,0.11,0.17,0.11,0.11,0.11,0.17,0.2,0.2,0.2,0.29,0.57,1.0,0.86,0.54,0.51,0.51,0.2,0.06,0.0,0.0,0.03,0.11,0.17,0.11,0.11,0.11,0.17,0.2,0.2,0.23,0.46,0.74,0.91,0.71,0.46,0.46,0.46,0.17,0.06,0.0,0.0,0.03,0.09,0.14,0.11,0.09,0.11,0.14,0.17,0.17,0.2,0.29,0.54,0.89,0.74,0.51,0.51,0.54,0.23,0.09,0.0,0.0,0.03,0.09,0.17,0.11,0.11,0.11,0.17,0.17,0.2,0.2,0.29,0.54,1.0,0.83,0.57,0.57,0.6,0.23,0.11,0.0,0.0,0.06,0.09,0.17,0.14,0.11,0.14,0.17,0.17,0.2,0.23,0.29,0.54,0.94,0.8,0.54,0.6,0.66,0.31,0.11,0.0,0.0,0.03,0.09,0.11,0.14,0.14,0.17,0.2,0.26,0.26,0.29,0.34,0.46,0.46,0.43,0.46,0.54,0.57,0.31,0.09,0.0,0.0,0.03,0.09,0.09,0.11,0.11,0.14,0.17,0.2,0.23,0.26,0.31,0.43,0.46,0.43,0.43,0.46,0.43,0.2,1
O02 OUT,0.05,0.0,0.0,0.07,0.2,0.32,0.17,0.12,0.12,0.17,0.2,0.2,0.22,0.29,0.56,1.0,0.85,0.54,0.49,0.46,0.17,0.05,0.0,0.0,0.05,0.22,0.32,0.17,0.12,0.12,0.17,0.2,0.2,0.24,0.49,0.73,0.88,0.71,0.46,0.44,0.39,0.15,0.05,0.0,0.0,0.05,0.17,0.24,0.15,0.12,0.12,0.15,0.17,0.2,0.22,0.29,0.54,0.88,0.71,0.49,0.51,0.49,0.17,0.05,0.0,0.0,0.05,0.2,0.32,0.17,0.12,0.12,0.17,0.2,0.2,0.22,0.32,0.56,0.98,0.8,0.54,0.56,0.54,0.2,0.1,0.0,0.0,0.05,0.22,0.32,0.17,0.15,0.15,0.2,0.22,0.22,0.24,0.32,0.56,0.9,0.76,0.51,0.59,0.61,0.27,0.1,0.0,0.0,0.05,0.1,0.12,0.15,0.15,0.17,0.2,0.22,0.24,0.27,0.34,0.44,0.44,0.39,0.41,0.51,0.49,0.27,0.05,0.0,0.0,0.02,0.07,0.07,0.12,0.12,0.15,0.17,0.2,0.22,0.27,0.32,0.41,0.41,0.37,0.39,0.44,0.37,0.17,1
O03 OUT,0.04,0.0,0.0,0.04,0.11,0.19,0.15,0.13,0.15,0.17,0.19,0.19,0.23,0.3,0.55,1.0,0.79,0.49,0.47,0.4,0.15,0.04,0.0,0.0,0.04,0.11,0.21,0.15,0.13,0.15,0.19,0.19,0.21,0.26,0.47,0.7,0.89,0.68,0.4,0.38,0.36,0.13,0.04,0.0,0.0,0.02,0.09,0.17,0.13,0.11,0.13,0.17,0.17,0.19,0.21,0.3,0.55,0.89,0.7,0.45,0.47,0.43,0.15,0.06,0.0,0.0,0.02,0.11,0.21,0.15,0.13,0.15,0.19,0.21,0.21,0.23,0.32,0.57,1.0,0.79,0.49,0.51,0.47,0.17,0.09,0.0,0.0,0.04,0.11,0.21,0.15,0.15,0.15,0.19,0.21,0.21,0.23,0.32,0.57,0.94,0.74,0.49,0.53,0.55,0.23,0.09,0.0,0.0,0.02,0.04,0.09,0.13,0.15,0.19,0.23,0.26,0.26,0.28,0.34,0.45,0.45,0.38,0.38,0.43,0.45,0.21,0.04,0.0,0.0,0.02,0.04,0.06,0.11,0.13,0.15,0.19,0.21,0.23,0.28,0.32,0.4,0.43,0.36,0.36,0.38,0.34,0.15,1
O04 OUT,0.05,0.0,0.0,0.05,0.15,0.19,0.15,0.16,0.18,0.19,0.21,0.21,0.24,0.32,0.58,1.0,0.76,0.5,0.48,0.4,0.15,0.05,0.0,0.0,0.05,0.15,0.19,0.16,0.15,0.16,0.21,0.21,0.21,0.27,0.48,0.73,0.87,0.65,0.42,0.42,0.35,0.13,0.05,0.0,0.0,0.03,0.11,0.16,0.13,0.13,0.15,0.18,0.18,0.19,0.24,0.32,0.55,0.87,0.66,0.45,0.48,0.44,0.15,0.05,0.0,0.0,0.03,0.15,0.19,0.16,0.16,0.16,0.21,0.21,0.21,0.26,0.32,0.58,0.97,0.74,0.5,0.53,0.47,0.16,0.08,0.0,0.0,0.05,0.15,0.19,0.18,0.16,0.18,0.21,0.21,0.23,0.26,0.34,0.58,0.92,0.71,0.5,0.55,0.53,0.23,0.08,0.0,0.0,0.03,0.06,0.11,0.18,0.18,0.21,0.24,0.26,0.27,0.31,0.37,0.48,0.5,0.42,0.4,0.48,0.45,0.21,0.05,0.0,0.0,0.03,0.05,0.1,0.13,0.15,0.16,0.19,0.23,0.24,0.29,0.32,0.45,0.45,0.39,0.37,0.44,0.35,0.15,1
