,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146
G03 OUT,0.05,0.0,0.0,0.1,0.38,0.67,0.38,0.24,0.24,0.29,0.29,0.29,0.29,0.38,0.67,1.0,0.81,0.57,0.52,0.43,0.19,0.05,0.0,0.0,0.1,0.33,0.67,0.33,0.24,0.24,0.29,0.29,0.29,0.33,0.52,0.81,0.9,0.71,0.48,0.48,0.38,0.19,0.1,0.0,0.0,0.05,0.29,0.48,0.29,0.19,0.19,0.24,0.29,0.29,0.33,0.38,0.62,0.95,0.71,0.52,0.52,0.48,0.24,0.1,0.0,0.0,0.1,0.33,0.67,0.33,0.24,0.24,0.29,0.29,0.29,0.33,0.38,0.71,1.0,0.81,0.62,0.57,0.52,0.24,0.1,0.0,0.0,0.05,0.33,0.67,0.33,0.24,0.24,0.29,0.33,0.33,0.33,0.43,0.71,0.95,0.81,0.62,0.62,0.57,0.33,0.1,0.0,0.0,0.05,0.1,0.19,0.24,0.24,0.29,0.29,0.33,0.33,0.38,0.43,0.57,0.52,0.48,0.48,0.57,0.52,0.29,0.05,0.0,0.0,0.05,0.1,0.14,0.19,0.19,0.24,0.29,0.29,0.29,0.33,0.38,0.52,0.52,0.48,0.48,0.48,0.38,0.24
G03A IN,0.0,0.0,0.0,0.0,0.4,1.0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.6,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.4,0.6,0.4,0.2,0.2,0.4,0.6,0.2,0.2,0.2,0.0,0.0
G03A OUT,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,1.0,0.75,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0.75,0.25,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,1.0,1.0,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0.5,0.5,0.75,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.25,0.5,0.25,0.25,0.25
G04 IN,0.03,0.0,0.0,0.1,0.43,1.0,0.5,0.33,0.33,0.33,0.33,0.3,0.27,0.33,0.47,0.8,0.7,0.37,0.23,0.17,0.07,0.03,0.0,0.0,0.1,0.43,1.0,0.5,0.33,0.3,0.33,0.33,0.3,0.27,0.43,0.57,0.73,0.57,0.3,0.23,0.13,0.07,0.03,0.0,0.0,0.1,0.37,0.87,0.43,0.3,0.27,0.33,0.33,0.3,0.27,0.3,0.4,0.7,0.6,0.3,0.23,0.17,0.07,0.03,0.0,0.0,0.1,0.43,1.0,0.53,0.33,0.3,0.33,0.37,0.33,0.3,0.37,0.5,0.87,0.7,0.37,0.27,0.2,0.1,0.03,0.0,0.0,0.1,0.43,1.0,0.53,0.33,0.37,0.37,0.37,0.33,0.3,0.37,0.53,0.93,0.77,0.4,0.3,0.23,0.1,0.03,0.0,0.0,0.07,0.17,0.3,0.33,0.37,0.43,0.43,0.5,0.43,0.33,0.33,0.4,0.43,0.3,0.23,0.23,0.2,0.07,0.0,0.0,0.0,0.07,0.13,0.23,0.27,0.3,0.33,0.33,0.4,0.37,0.33,0.3,0.37,0.33,0.23,0.23,0.2,0.13,0.07
G04 OUT,0.04,0.0,0.0,0.11,0.39,0.96,0.61,0.29,0.25,0.25,0.29,0.25,0.25,0.32,0.54,0.89,0.68,0.43,0.39,0.36,0.14,0.04,0.0,0.0,0.11,0.39,1.0,0.61,0.29,0.25,0.25,0.29,0.25,0.29,0.43,0.64,0.82,0.57,0.36,0.36,0.32,0.11,0.04,0.0,0.0,0.07,0.29,0.75,0.5,0.25,0.21,0.25,0.25,0.25,0.25,0.29,0.5,0.82,0.61,0.39,0.43,0.39,0.14,0.07,0.0,0.0,0.11,0.39,0.96,0.64,0.29,0.25,0.29,0.29,0.29,0.29,0.32,0.57,0.89,0.68,0.43,0.46,0.43,0.14,0.11,0.0,0.0,0.11,0.39,0.96,0.64,0.29,0.25,0.29,0.29,0.29,0.29,0.32,0.54,0.93,0.68,0.43,0.46,0.5,0.21,0.07,0.0,0.0,0.07,0.18,0.25,0.25,0.25,0.32,0.32,0.29,0.29,0.29,0.36,0.5,0.46,0.39,0.36,0.43,0.43,0.21,0.04,0.0,0.0,0.04,0.14,0.14,0.18,0.18,0.29,0.25,0.25,0.25,0.25,0.32,0.43,0.46,0.39,0.39,0.39,0.32,0.14
G05 IN,0.04,0.0,0.0,0.12,0.42,0.96,0.5,0.31,0.31,0.31,0.31,0.27,0.27,0.27,0.38,0.5,0.35,0.23,0.23,0.15,0.08,0.04,0.0,0.0,0.12,0.42,1.0,0.54,0.35,0.31,0.35,0.35,0.27,0.27,0.31,0.38,0.42,0.27,0.19,0.19,0.15,0.08,0.04,0.0,0.0,0.12,0.35,0.92,0.46,0.31,0.31,0.31,0.31,0.27,0.23,0.27,0.38,0.46,0.31,0.23,0.23,0.15,0.08,0.04,0.0,0.0,0.12,0.38,1.0,0.54,0.35,0.31,0.31,0.35,0.27,0.23,0.27,0.38,0.46,0.31,0.23,0.23,0.19,0.08,0.04,0.0,0.0,0.12,0.42,1.0,0.5,0.35,0.35,0.35,0.35,0.27,0.27,0.35,0.54,0.5,0.38,0.27,0.27,0.23,0.08,0.04,0.0,0.0,0.08,0.19,0.31,0.35,0.38,0.42,0.42,0.42,0.35,0.35,0.46,0.46,0.54,0.35,0.27,0.31,0.23,0.12,0.04,0.0,0.0,0.08,0.15,0.23,0.31,0.35,0.38,0.38,0.42,0.35,0.35,0.31,0.42,0.46,0.31,0.27,0.23,0.15,0.08
G05 OUT,0.05,0.0,0.0,0.09,0.32,0.5,0.27,0.23,0.23,0.27,0.27,0.27,0.32,0.41,0.59,1.0,0.73,0.55,0.5,0.36,0.18,0.05,0.0,0.0,0.09,0.32,0.5,0.32,0.23,0.23,0.27,0.32,0.27,0.32,0.5,0.68,0.91,0.64,0.45,0.41,0.36,0.14,0.05,0.0,0.0,0.05,0.23,0.41,0.23,0.23,0.23,0.27,0.27,0.27,0.27,0.36,0.59,0.95,0.73,0.5,0.5,0.41,0.18,0.05,0.0,0.0,0.09,0.27,0.45,0.27,0.23,0.23,0.27,0.27,0.27,0.32,0.41,0.64,1.0,0.73,0.55,0.55,0.45,0.18,0.09,0.0,0.0,0.09,0.36,0.45,0.27,0.23,0.23,0.27,0.32,0.32,0.32,0.41,0.64,1.0,0.77,0.55,0.59,0.5,0.23,0.09,0.0,0.0,0.05,0.36,0.36,0.27,0.32,0.27,0.36,0.36,0.36,0.36,0.45,0.59,0.59,0.5,0.45,0.5,0.45,0.23,0.05,0.0,0.0,0.09,0.27,0.32,0.27,0.27,0.27,0.27,0.32,0.32,0.36,0.41,0.55,0.59,0.5,0.45,0.45,0.36,0.18
G06 IN,0.0,0.0,0.0,0.09,0.41,0.95,0.45,0.27,0.23,0.23,0.23,0.18,0.14,0.14,0.27,0.32,0.18,0.14,0.09,0.09,0.05,0.0,0.0,0.0,0.09,0.45,1.0,0.45,0.27,0.23,0.18,0.23,0.18,0.14,0.18,0.27,0.27,0.18,0.09,0.09,0.09,0.05,0.0,0.0,0.0,0.09,0.41,0.91,0.41,0.23,0.23,0.23,0.23,0.18,0.14,0.18,0.27,0.32,0.23,0.14,0.09,0.09,0.05,0.0,0.0,0.0,0.09,0.41,0.95,0.5,0.27,0.23,0.23,0.23,0.18,0.18,0.18,0.27,0.32,0.23,0.14,0.09,0.09,0.05,0.0,0.0,0.0,0.09,0.45,0.95,0.5,0.27,0.23,0.23,0.27,0.23,0.18,0.18,0.32,0.36,0.27,0.14,0.14,0.09,0.05,0.0,0.0,0.0,0.09,0.18,0.27,0.32,0.32,0.36,0.32,0.32,0.27,0.23,0.27,0.32,0.32,0.18,0.14,0.14,0.09,0.05,0.0,0.0,0.0,0.05,0.14,0.23,0.27,0.27,0.32,0.27,0.32,0.27,0.23,0.23,0.27,0.23,0.14,0.14,0.09,0.09,0.05
G06 OUT,0.08,0.0,0.0,0.08,0.15,0.38,0.23,0.15,0.23,0.23,0.23,0.23,0.31,0.38,0.69,1.0,0.92,0.62,0.54,0.46,0.23,0.08,0.0,0.0,0.08,0.15,0.38,0.23,0.15,0.23,0.23,0.23,0.31,0.31,0.54,0.85,0.92,0.77,0.54,0.54,0.38,0.15,0.08,0.0,0.0,0.08,0.15,0.31,0.23,0.15,0.15,0.23,0.23,0.23,0.31,0.38,0.69,1.0,0.85,0.54,0.62,0.46,0.23,0.08,0.0,0.0,0.08,0.15,0.38,0.23,0.15,0.23,0.23,0.23,0.31,0.31,0.38,0.69,1.0,0.85,0.62,0.69,0.54,0.23,0.15,0.0,0.0,0.08,0.15,0.31,0.23,0.23,0.23,0.31,0.31,0.31,0.31,0.38,0.69,0.92,0.85,0.62,0.69,0.62,0.31,0.15,0.0,0.0,0.08,0.08,0.15,0.23,0.23,0.31,0.31,0.31,0.38,0.38,0.46,0.54,0.54,0.46,0.54,0.62,0.54,0.31,0.08,0.0,0.0,0.08,0.08,0.15,0.23,0.23,0.23,0.31,0.31,0.31,0.38,0.46,0.54,0.54,0.46,0.54,0.54,0.46,0.23
G07 IN,0.05,0.0,0.0,0.08,0.24,0.51,0.32,0.24,0.24,0.32,0.38,0.38,0.41,0.43,0.73,0.86,0.62,0.46,0.49,0.41,0.16,0.05,0.0,0.0,0.08,0.24,0.54,0.35,0.24,0.24,0.32,0.41,0.38,0.43,0.57,0.81,0.81,0.51,0.41,0.41,0.35,0.14,0.05,0.0,0.0,0.05,0.22,0.49,0.3,0.22,0.22,0.32,0.38,0.38,0.41,0.46,0.78,0.86,0.59,0.46,0.54,0.43,0.16,0.05,0.0,0.0,0.08,0.24,0.51,0.35,0.24,0.24,0.35,0.41,0.38,0.43,0.49,0.84,0.92,0.62,0.49,0.54,0.49,0.19,0.08,0.0,0.0,0.08,0.24,0.51,0.35,0.24,0.27,0.35,0.46,0.43,0.49,0.57,0.89,1.0,0.73,0.57,0.59,0.57,0.27,0.08,0.0,0.0,0.05,0.14,0.22,0.24,0.27,0.32,0.43,0.54,0.57,0.54,0.7,0.89,0.78,0.65,0.57,0.57,0.49,0.24,0.05,0.0,0.0,0.05,0.08,0.16,0.22,0.24,0.3,0.41,0.59,0.57,0.57,0.57,0.73,0.78,0.59,0.51,0.49,0.35,0.16
G07 OUT,0.03,0.0,0.0,0.09,0.41,0.84,0.56,0.44,0.44,0.53,0.53,0.44,0.41,0.44,0.69,0.84,0.66,0.41,0.34,0.31,0.09,0.03,0.0,0.0,0.09,0.44,0.87,0.62,0.47,0.44,0.5,0.5,0.44,0.41,0.5,0.69,0.75,0.53,0.31,0.28,0.25,0.09,0.06,0.0,0.0,0.09,0.37,0.75,0.53,0.41,0.41,0.5,0.56,0.47,0.47,0.44,0.72,0.84,0.62,0.37,0.34,0.31,0.09,0.06,0.0,0.0,0.09,0.41,0.87,0.62,0.47,0.44,0.56,0.59,0.47,0.41,0.44,0.75,0.91,0.66,0.37,0.37,0.34,0.12,0.09,0.0,0.0,0.09,0.44,0.84,0.62,0.5,0.5,0.59,0.59,0.47,0.47,0.5,0.81,1.0,0.81,0.47,0.41,0.41,0.16,0.06,0.0,0.0,0.09,0.31,0.44,0.5,0.53,0.66,0.69,0.69,0.66,0.62,0.66,0.81,0.78,0.56,0.47,0.41,0.37,0.16,0.06,0.0,0.0,0.06,0.22,0.47,0.44,0.44,0.62,0.69,0.72,0.62,0.59,0.59,0.75,0.69,0.47,0.41,0.41,0.28,0.12
G08 IN,0.05,0.0,0.0,0.09,0.36,0.82,0.45,0.32,0.27,0.32,0.36,0.32,0.32,0.45,0.82,0.91,0.64,0.45,0.5,0.41,0.18,0.05,0.0,0.0,0.09,0.41,0.82,0.5,0.32,0.32,0.32,0.36,0.32,0.36,0.59,0.82,0.82,0.55,0.41,0.45,0.41,0.18,0.05,0.0,0.0,0.09,0.36,0.77,0.45,0.27,0.27,0.32,0.36,0.36,0.36,0.45,0.77,0.86,0.64,0.5,0.55,0.5,0.18,0.09,0.0,0.0,0.09,0.41,0.82,0.5,0.32,0.32,0.36,0.36,0.36,0.36,0.45,0.82,0.91,0.64,0.5,0.64,0.55,0.23,0.09,0.0,0.0,0.09,0.36,0.82,0.5,0.32,0.32,0.36,0.41,0.36,0.36,0.5,0.91,1.0,0.73,0.55,0.68,0.64,0.27,0.09,0.0,0.0,0.09,0.18,0.27,0.32,0.32,0.41,0.45,0.5,0.45,0.45,0.59,0.73,0.73,0.59,0.59,0.68,0.55,0.27,0.05,0.0,0.0,0.05,0.14,0.23,0.27,0.32,0.41,0.41,0.45,0.45,0.45,0.5,0.64,0.59,0.55,0.5,0.5,0.41,0.18
G08 OUT,0.04,0.0,0.0,0.09,0.43,0.78,0.39,0.3,0.3,0.35,0.39,0.35,0.35,0.43,0.65,0.91,0.74,0.43,0.39,0.3,0.13,0.04,0.0,0.0,0.09,0.39,0.87,0.43,0.3,0.3,0.35,0.39,0.35,0.35,0.57,0.7,0.87,0.65,0.39,0.35,0.26,0.09,0.04,0.0,0.0,0.09,0.35,0.74,0.39,0.26,0.26,0.35,0.39,0.35,0.35,0.43,0.7,0.96,0.7,0.43,0.43,0.3,0.13,0.04,0.0,0.0,0.09,0.39,0.78,0.43,0.3,0.3,0.35,0.43,0.39,0.39,0.48,0.7,1.0,0.78,0.48,0.43,0.35,0.13,0.04,0.0,0.0,0.09,0.39,0.83,0.43,0.3,0.3,0.39,0.43,0.39,0.39,0.48,0.7,1.0,0.83,0.52,0.48,0.43,0.17,0.04,0.0,0.0,0.04,0.13,0.35,0.39,0.35,0.39,0.43,0.52,0.52,0.48,0.57,0.74,0.74,0.57,0.48,0.48,0.35,0.17,0.04,0.0,0.0,0.04,0.13,0.35,0.35,0.3,0.3,0.39,0.43,0.43,0.43,0.48,0.61,0.61,0.48,0.43,0.43,0.26,0.13
G10 IN,0.02,0.0,0.0,0.04,0.16,0.38,0.24,0.22,0.27,0.38,0.36,0.29,0.33,0.38,0.82,0.93,0.51,0.29,0.27,0.27,0.09,0.02,0.0,0.0,0.04,0.16,0.4,0.27,0.22,0.27,0.4,0.36,0.33,0.36,0.6,0.84,0.8,0.42,0.27,0.27,0.24,0.04,0.02,0.0,0.0,0.02,0.13,0.36,0.22,0.2,0.27,0.36,0.33,0.31,0.33,0.4,0.82,0.87,0.47,0.27,0.29,0.27,0.09,0.02,0.0,0.0,0.04,0.16,0.38,0.27,0.22,0.29,0.4,0.36,0.31,0.36,0.44,0.89,0.96,0.51,0.31,0.33,0.24,0.11,0.04,0.0,0.0,0.04,0.16,0.38,0.27,0.22,0.31,0.44,0.4,0.36,0.38,0.44,0.93,1.0,0.58,0.36,0.4,0.38,0.16,0.04,0.0,0.0,0.04,0.13,0.13,0.2,0.22,0.33,0.47,0.44,0.4,0.42,0.58,0.69,0.53,0.31,0.27,0.51,0.33,0.2,0.02,0.0,0.0,0.02,0.07,0.11,0.16,0.24,0.33,0.4,0.42,0.44,0.42,0.49,0.62,0.56,0.29,0.2,0.22,0.22,0.07
G10 OUT,0.02,0.0,0.0,0.07,0.35,0.98,0.38,0.29,0.27,0.29,0.33,0.27,0.24,0.25,0.29,0.4,0.27,0.15,0.13,0.09,0.04,0.0,0.0,0.0,0.07,0.35,1.0,0.42,0.31,0.27,0.31,0.33,0.27,0.25,0.27,0.31,0.36,0.22,0.11,0.11,0.09,0.04,0.02,0.0,0.0,0.05,0.31,0.91,0.36,0.27,0.25,0.31,0.35,0.29,0.24,0.25,0.33,0.42,0.25,0.15,0.13,0.09,0.04,0.02,0.0,0.0,0.07,0.35,1.0,0.44,0.31,0.29,0.33,0.36,0.29,0.25,0.27,0.33,0.42,0.25,0.15,0.15,0.11,0.04,0.02,0.0,0.0,0.05,0.36,1.0,0.44,0.35,0.29,0.35,0.38,0.31,0.29,0.33,0.4,0.51,0.31,0.16,0.16,0.13,0.05,0.02,0.0,0.0,0.04,0.11,0.25,0.36,0.38,0.36,0.4,0.53,0.42,0.33,0.31,0.36,0.42,0.33,0.15,0.15,0.13,0.05,0.02,0.0,0.0,0.04,0.11,0.25,0.36,0.38,0.35,0.35,0.45,0.42,0.31,0.27,0.38,0.31,0.18,0.15,0.13,0.09,0.04
G11 IN,0.0,0.0,0.0,0.0,0.14,0.5,0.29,0.29,0.36,0.43,0.29,0.29,0.36,0.43,0.93,1.0,0.5,0.29,0.21,0.21,0.07,0.0,0.0,0.0,0.0,0.14,0.5,0.29,0.29,0.36,0.43,0.29,0.29,0.36,0.64,0.86,0.86,0.43,0.21,0.21,0.21,0.07,0.0,0.0,0.0,0.0,0.14,0.43,0.29,0.21,0.29,0.43,0.29,0.29,0.36,0.43,0.86,0.86,0.43,0.29,0.29,0.21,0.07,0.0,0.0,0.0,0.0,0.14,0.5,0.29,0.29,0.36,0.43,0.36,0.29,0.36,0.43,0.93,0.93,0.5,0.29,0.29,0.21,0.07,0.0,0.0,0.0,0.0,0.14,0.5,0.29,0.29,0.36,0.5,0.36,0.29,0.36,0.43,0.86,0.93,0.43,0.29,0.21,0.29,0.07,0.0,0.0,0.0,0.0,0.07,0.14,0.14,0.21,0.21,0.29,0.29,0.21,0.21,0.29,0.43,0.29,0.21,0.14,0.14,0.14,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.14,0.21,0.29,0.21,0.21,0.21,0.21,0.29,0.29,0.14,0.14,0.14,0.14,0.07
G11 OUT,0.0,0.0,0.0,0.1,0.43,0.95,0.38,0.24,0.19,0.24,0.29,0.24,0.19,0.19,0.24,0.33,0.19,0.14,0.1,0.1,0.05,0.0,0.0,0.0,0.1,0.43,1.0,0.38,0.24,0.19,0.19,0.29,0.24,0.19,0.19,0.24,0.29,0.14,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.05,0.38,0.9,0.33,0.24,0.14,0.19,0.29,0.24,0.19,0.19,0.24,0.33,0.19,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.05,0.43,1.0,0.38,0.24,0.19,0.24,0.29,0.29,0.19,0.19,0.24,0.33,0.19,0.14,0.14,0.1,0.05,0.0,0.0,0.0,0.05,0.43,1.0,0.43,0.24,0.19,0.19,0.29,0.24,0.19,0.19,0.24,0.33,0.19,0.1,0.14,0.1,0.05,0.0,0.0,0.0,0.05,0.1,0.19,0.19,0.14,0.14,0.19,0.24,0.14,0.14,0.14,0.19,0.14,0.1,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.05,0.1,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.1,0.1,0.1,0.1,0.05
G13 IN,0.05,0.0,0.0,0.05,0.21,0.53,0.26,0.21,0.26,0.32,0.32,0.32,0.32,0.37,0.63,0.95,0.63,0.37,0.26,0.21,0.11,0.05,0.0,0.0,0.05,0.21,0.53,0.32,0.21,0.21,0.32,0.32,0.32,0.32,0.47,0.68,0.84,0.58,0.32,0.26,0.16,0.05,0.05,0.0,0.0,0.05,0.16,0.42,0.26,0.16,0.21,0.26,0.32,0.26,0.32,0.32,0.63,0.89,0.58,0.37,0.32,0.21,0.11,0.05,0.0,0.0,0.05,0.21,0.53,0.32,0.21,0.21,0.32,0.32,0.32,0.32,0.37,0.63,0.95,0.63,0.37,0.32,0.21,0.11,0.05,0.0,0.0,0.05,0.21,0.53,0.32,0.21,0.26,0.32,0.37,0.32,0.37,0.42,0.68,1.0,0.68,0.37,0.37,0.26,0.16,0.05,0.0,0.0,0.0,0.11,0.16,0.21,0.21,0.32,0.32,0.37,0.37,0.47,0.47,0.63,0.58,0.47,0.32,0.37,0.26,0.11,0.05,0.0,0.0,0.0,0.11,0.11,0.16,0.21,0.26,0.26,0.32,0.37,0.42,0.47,0.53,0.47,0.42,0.32,0.26,0.21,0.11
G13 OUT,0.0,0.0,0.0,0.1,0.38,0.95,0.38,0.29,0.29,0.29,0.33,0.29,0.29,0.29,0.33,0.43,0.33,0.19,0.19,0.14,0.05,0.0,0.0,0.0,0.1,0.43,1.0,0.38,0.29,0.24,0.29,0.29,0.29,0.29,0.33,0.33,0.43,0.24,0.14,0.14,0.1,0.05,0.0,0.0,0.0,0.1,0.38,0.9,0.33,0.24,0.24,0.24,0.29,0.29,0.29,0.29,0.33,0.48,0.29,0.19,0.19,0.14,0.05,0.0,0.0,0.0,0.1,0.38,0.95,0.38,0.29,0.24,0.29,0.29,0.29,0.29,0.29,0.33,0.48,0.29,0.19,0.19,0.14,0.05,0.0,0.0,0.0,0.1,0.38,0.95,0.38,0.33,0.29,0.33,0.33,0.33,0.33,0.29,0.38,0.52,0.38,0.24,0.24,0.19,0.1,0.05,0.0,0.0,0.05,0.1,0.19,0.29,0.33,0.38,0.38,0.43,0.48,0.43,0.43,0.38,0.33,0.24,0.19,0.19,0.19,0.1,0.0,0.0,0.0,0.05,0.1,0.14,0.24,0.29,0.29,0.33,0.38,0.43,0.38,0.38,0.33,0.29,0.19,0.19,0.19,0.14,0.05
G14 IN,0.06,0.0,0.0,0.04,0.11,0.28,0.19,0.17,0.21,0.28,0.32,0.36,0.38,0.42,0.58,0.92,0.75,0.57,0.62,0.45,0.15,0.06,0.0,0.0,0.04,0.11,0.28,0.19,0.17,0.19,0.28,0.32,0.36,0.38,0.53,0.68,0.87,0.66,0.49,0.55,0.42,0.13,0.06,0.0,0.0,0.04,0.09,0.26,0.17,0.15,0.19,0.25,0.32,0.38,0.38,0.43,0.6,0.92,0.74,0.58,0.66,0.51,0.17,0.06,0.0,0.0,0.04,0.11,0.28,0.19,0.17,0.19,0.26,0.34,0.38,0.4,0.45,0.64,0.96,0.77,0.6,0.72,0.55,0.17,0.11,0.0,0.0,0.04,0.11,0.28,0.21,0.19,0.21,0.3,0.36,0.42,0.43,0.51,0.68,1.0,0.81,0.66,0.77,0.72,0.26,0.09,0.0,0.0,0.04,0.06,0.11,0.15,0.19,0.25,0.32,0.43,0.51,0.57,0.62,0.74,0.72,0.64,0.62,0.68,0.55,0.23,0.06,0.0,0.0,0.04,0.06,0.09,0.13,0.17,0.23,0.28,0.38,0.47,0.53,0.55,0.62,0.6,0.53,0.51,0.55,0.4,0.15
G14 OUT,0.02,0.0,0.0,0.06,0.22,0.8,0.5,0.39,0.44,0.46,0.43,0.41,0.35,0.35,0.52,0.72,0.48,0.26,0.19,0.13,0.06,0.02,0.0,0.0,0.06,0.24,0.81,0.52,0.41,0.44,0.46,0.44,0.39,0.35,0.43,0.5,0.65,0.41,0.22,0.17,0.11,0.04,0.02,0.0,0.0,0.06,0.2,0.72,0.48,0.37,0.43,0.46,0.44,0.44,0.37,0.39,0.56,0.78,0.48,0.24,0.19,0.15,0.06,0.02,0.0,0.0,0.06,0.24,0.8,0.54,0.41,0.46,0.48,0.46,0.44,0.39,0.39,0.57,0.83,0.52,0.28,0.2,0.15,0.06,0.04,0.0,0.0,0.06,0.22,0.78,0.52,0.44,0.5,0.54,0.52,0.48,0.43,0.44,0.65,1.0,0.67,0.33,0.26,0.19,0.09,0.04,0.0,0.0,0.04,0.09,0.19,0.33,0.48,0.69,0.67,0.7,0.63,0.57,0.63,0.74,0.65,0.44,0.31,0.26,0.2,0.09,0.02,0.0,0.0,0.04,0.07,0.15,0.28,0.41,0.61,0.59,0.61,0.57,0.5,0.5,0.57,0.5,0.33,0.26,0.2,0.15,0.06
G16 IN,0.04,0.0,0.0,0.02,0.09,0.22,0.15,0.11,0.12,0.17,0.18,0.21,0.2,0.23,0.39,0.99,0.72,0.39,0.34,0.26,0.09,0.02,0.0,0.0,0.02,0.09,0.23,0.15,0.11,0.12,0.17,0.2,0.2,0.21,0.38,0.57,0.88,0.6,0.32,0.3,0.24,0.09,0.04,0.0,0.0,0.02,0.07,0.22,0.13,0.1,0.12,0.16,0.18,0.2,0.2,0.23,0.4,0.94,0.63,0.35,0.35,0.27,0.11,0.04,0.0,0.0,0.02,0.09,0.23,0.15,0.11,0.12,0.18,0.2,0.22,0.21,0.26,0.43,1.0,0.71,0.39,0.39,0.3,0.11,0.06,0.0,0.0,0.02,0.09,0.23,0.15,0.12,0.13,0.2,0.21,0.23,0.21,0.26,0.44,0.99,0.68,0.38,0.38,0.34,0.15,0.05,0.0,0.0,0.02,0.04,0.07,0.1,0.1,0.12,0.17,0.2,0.21,0.2,0.23,0.29,0.27,0.21,0.2,0.24,0.21,0.12,0.02,0.0,0.0,0.02,0.04,0.06,0.07,0.09,0.11,0.13,0.16,0.18,0.17,0.17,0.21,0.18,0.16,0.17,0.17,0.13,0.06
G16 OUT,0.01,0.0,0.0,0.04,0.26,0.98,0.38,0.17,0.15,0.15,0.17,0.14,0.12,0.13,0.19,0.3,0.19,0.09,0.08,0.06,0.03,0.01,0.0,0.0,0.04,0.27,1.0,0.39,0.18,0.15,0.16,0.17,0.14,0.12,0.16,0.2,0.26,0.15,0.08,0.07,0.05,0.02,0.01,0.0,0.0,0.04,0.25,0.9,0.35,0.16,0.15,0.15,0.18,0.14,0.12,0.14,0.21,0.31,0.16,0.09,0.08,0.06,0.03,0.01,0.0,0.0,0.04,0.27,0.97,0.42,0.18,0.15,0.17,0.19,0.15,0.13,0.14,0.21,0.34,0.19,0.09,0.09,0.07,0.03,0.02,0.0,0.0,0.05,0.26,0.97,0.38,0.18,0.17,0.18,0.19,0.15,0.13,0.15,0.22,0.38,0.21,0.1,0.1,0.09,0.03,0.02,0.0,0.0,0.03,0.04,0.12,0.14,0.14,0.17,0.18,0.2,0.15,0.13,0.15,0.21,0.2,0.12,0.09,0.1,0.09,0.03,0.01,0.0,0.0,0.02,0.03,0.09,0.09,0.09,0.15,0.14,0.13,0.11,0.1,0.1,0.15,0.14,0.09,0.08,0.08,0.06,0.03
