,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146
G17 IN,0.02,0.0,0.0,0.02,0.1,0.24,0.14,0.14,0.14,0.19,0.21,0.19,0.21,0.26,0.43,0.98,0.79,0.4,0.38,0.26,0.07,0.02,0.0,0.0,0.02,0.1,0.24,0.17,0.12,0.14,0.19,0.21,0.21,0.21,0.38,0.6,0.86,0.64,0.36,0.33,0.24,0.07,0.02,0.0,0.0,0.02,0.07,0.21,0.14,0.12,0.14,0.19,0.19,0.19,0.19,0.24,0.43,0.93,0.69,0.4,0.36,0.4,0.17,0.05,0.0,0.0,0.02,0.1,0.24,0.14,0.14,0.14,0.21,0.21,0.24,0.24,0.29,0.45,1.0,0.76,0.43,0.45,0.33,0.29,0.05,0.0,0.0,0.02,0.1,0.24,0.17,0.14,0.17,0.21,0.21,0.21,0.24,0.29,0.43,1.0,0.71,0.38,0.43,0.45,0.26,0.02,0.0,0.0,0.02,0.05,0.1,0.1,0.12,0.21,0.24,0.21,0.24,0.24,0.26,0.38,0.33,0.26,0.24,0.33,0.6,0.48,0.02,0.0,0.0,0.02,0.05,0.07,0.1,0.1,0.14,0.19,0.19,0.21,0.24,0.24,0.31,0.29,0.24,0.33,0.21,0.24,0.07
G17 OUT,0.0,0.0,0.0,0.07,0.33,0.98,0.47,0.2,0.16,0.18,0.24,0.18,0.15,0.15,0.2,0.31,0.2,0.09,0.09,0.07,0.04,0.0,0.0,0.0,0.05,0.33,1.0,0.49,0.2,0.16,0.18,0.2,0.16,0.15,0.16,0.2,0.29,0.16,0.09,0.07,0.05,0.02,0.0,0.0,0.0,0.05,0.29,0.87,0.42,0.18,0.16,0.18,0.2,0.18,0.16,0.18,0.27,0.42,0.22,0.09,0.09,0.07,0.04,0.0,0.0,0.0,0.07,0.33,0.96,0.55,0.22,0.18,0.2,0.24,0.2,0.18,0.18,0.25,0.42,0.25,0.11,0.11,0.07,0.04,0.02,0.0,0.0,0.05,0.29,0.96,0.47,0.2,0.18,0.18,0.24,0.18,0.16,0.2,0.29,0.49,0.29,0.13,0.11,0.11,0.05,0.02,0.0,0.0,0.05,0.15,0.16,0.2,0.16,0.22,0.22,0.25,0.22,0.22,0.25,0.38,0.55,0.25,0.11,0.11,0.09,0.05,0.02,0.0,0.0,0.04,0.07,0.13,0.15,0.15,0.18,0.16,0.2,0.24,0.27,0.18,0.2,0.22,0.15,0.11,0.09,0.07,0.04
G18 IN,0.02,0.0,0.0,0.05,0.2,0.44,0.27,0.17,0.2,0.22,0.24,0.24,0.24,0.29,0.49,0.98,0.76,0.39,0.32,0.24,0.1,0.02,0.0,0.0,0.05,0.2,0.46,0.27,0.17,0.17,0.22,0.24,0.24,0.24,0.41,0.66,0.88,0.63,0.34,0.29,0.22,0.07,0.02,0.0,0.0,0.05,0.17,0.41,0.24,0.17,0.17,0.22,0.22,0.24,0.24,0.27,0.49,0.93,0.66,0.34,0.32,0.24,0.1,0.02,0.0,0.0,0.05,0.2,0.46,0.27,0.17,0.2,0.22,0.24,0.27,0.24,0.29,0.51,1.0,0.76,0.39,0.34,0.27,0.1,0.05,0.0,0.0,0.05,0.2,0.46,0.24,0.2,0.22,0.24,0.27,0.27,0.24,0.29,0.54,1.0,0.73,0.39,0.34,0.29,0.15,0.02,0.0,0.0,0.05,0.1,0.15,0.17,0.2,0.22,0.24,0.29,0.29,0.27,0.32,0.41,0.39,0.27,0.24,0.24,0.2,0.12,0.02,0.0,0.0,0.02,0.07,0.12,0.15,0.17,0.2,0.2,0.22,0.24,0.24,0.24,0.32,0.29,0.22,0.2,0.2,0.17,0.07
G18 OUT,0.02,0.0,0.0,0.06,0.31,1.0,0.48,0.24,0.2,0.2,0.2,0.19,0.17,0.19,0.28,0.39,0.26,0.15,0.15,0.13,0.06,0.02,0.0,0.0,0.06,0.33,1.0,0.48,0.24,0.19,0.2,0.19,0.19,0.17,0.22,0.3,0.35,0.22,0.15,0.13,0.11,0.06,0.02,0.0,0.0,0.04,0.3,0.87,0.44,0.22,0.19,0.19,0.2,0.19,0.17,0.19,0.28,0.39,0.24,0.15,0.17,0.13,0.06,0.02,0.0,0.0,0.06,0.31,0.96,0.52,0.24,0.2,0.2,0.2,0.2,0.17,0.19,0.3,0.41,0.26,0.15,0.17,0.15,0.07,0.04,0.0,0.0,0.06,0.31,0.98,0.48,0.24,0.2,0.22,0.2,0.2,0.19,0.19,0.3,0.43,0.3,0.17,0.19,0.19,0.09,0.04,0.0,0.0,0.04,0.07,0.15,0.2,0.19,0.24,0.22,0.26,0.2,0.2,0.22,0.26,0.24,0.19,0.17,0.19,0.17,0.07,0.02,0.0,0.0,0.02,0.06,0.11,0.15,0.17,0.19,0.17,0.2,0.19,0.17,0.19,0.22,0.2,0.17,0.15,0.15,0.13,0.06
G19 IN,0.06,0.0,0.0,0.08,0.33,0.97,0.42,0.22,0.22,0.22,0.25,0.22,0.22,0.22,0.36,0.81,0.89,0.56,0.44,0.36,0.19,0.06,0.0,0.0,0.06,0.33,1.0,0.42,0.22,0.22,0.22,0.25,0.22,0.22,0.31,0.53,0.75,0.75,0.44,0.39,0.31,0.17,0.06,0.0,0.0,0.06,0.28,0.83,0.39,0.19,0.19,0.22,0.25,0.22,0.22,0.25,0.36,0.81,0.81,0.5,0.44,0.36,0.22,0.06,0.0,0.0,0.06,0.33,0.97,0.44,0.22,0.22,0.22,0.28,0.22,0.22,0.25,0.39,0.86,0.89,0.53,0.5,0.44,0.22,0.08,0.0,0.0,0.06,0.31,0.94,0.44,0.25,0.25,0.25,0.28,0.25,0.25,0.25,0.39,0.89,0.92,0.56,0.56,0.5,0.31,0.08,0.0,0.0,0.06,0.14,0.22,0.25,0.25,0.31,0.31,0.33,0.28,0.28,0.31,0.39,0.42,0.42,0.47,0.53,0.47,0.31,0.06,0.0,0.0,0.03,0.08,0.17,0.19,0.19,0.25,0.25,0.28,0.25,0.28,0.28,0.33,0.36,0.36,0.44,0.47,0.39,0.22
G19 OUT,0.03,0.0,0.0,0.08,0.31,0.89,0.56,0.22,0.19,0.22,0.22,0.22,0.25,0.31,0.56,0.89,0.64,0.42,0.33,0.22,0.06,0.03,0.0,0.0,0.08,0.31,0.94,0.58,0.22,0.19,0.25,0.22,0.22,0.25,0.47,0.58,0.78,0.53,0.33,0.31,0.19,0.06,0.03,0.0,0.0,0.06,0.28,0.81,0.5,0.19,0.19,0.25,0.25,0.22,0.25,0.31,0.56,0.86,0.58,0.39,0.33,0.25,0.08,0.03,0.0,0.0,0.06,0.31,0.89,0.61,0.22,0.19,0.25,0.25,0.22,0.25,0.33,0.58,0.94,0.67,0.42,0.39,0.28,0.11,0.06,0.0,0.0,0.06,0.33,0.89,0.58,0.22,0.22,0.25,0.25,0.25,0.28,0.36,0.61,1.0,0.72,0.5,0.42,0.33,0.11,0.06,0.0,0.0,0.06,0.11,0.19,0.19,0.22,0.25,0.25,0.28,0.31,0.31,0.39,0.56,0.61,0.53,0.44,0.39,0.36,0.14,0.03,0.0,0.0,0.03,0.08,0.11,0.14,0.17,0.22,0.22,0.25,0.28,0.31,0.33,0.47,0.5,0.44,0.39,0.28,0.22,0.06
O01 IN,0.02,0.0,0.0,0.12,0.39,0.97,0.42,0.22,0.19,0.15,0.17,0.14,0.12,0.1,0.15,0.17,0.14,0.08,0.07,0.05,0.03,0.02,0.0,0.0,0.12,0.41,1.0,0.44,0.24,0.17,0.15,0.17,0.14,0.1,0.12,0.15,0.15,0.1,0.07,0.05,0.05,0.02,0.02,0.0,0.0,0.1,0.34,0.83,0.39,0.2,0.17,0.17,0.19,0.15,0.1,0.12,0.15,0.17,0.12,0.07,0.07,0.05,0.03,0.02,0.0,0.0,0.1,0.39,0.98,0.46,0.24,0.17,0.17,0.19,0.14,0.12,0.12,0.15,0.19,0.14,0.07,0.07,0.07,0.03,0.02,0.0,0.0,0.1,0.39,0.98,0.46,0.24,0.19,0.17,0.19,0.15,0.12,0.12,0.17,0.2,0.15,0.1,0.07,0.07,0.03,0.02,0.0,0.0,0.08,0.15,0.25,0.27,0.27,0.29,0.25,0.25,0.22,0.17,0.17,0.2,0.22,0.12,0.08,0.08,0.07,0.03,0.02,0.0,0.0,0.07,0.12,0.19,0.22,0.24,0.25,0.22,0.22,0.22,0.17,0.15,0.17,0.15,0.12,0.08,0.07,0.05,0.03
O01 OUT,0.06,0.0,0.0,0.03,0.11,0.17,0.11,0.11,0.11,0.17,0.2,0.2,0.2,0.29,0.57,1.0,0.86,0.54,0.51,0.51,0.2,0.06,0.0,0.0,0.03,0.11,0.17,0.11,0.11,0.11,0.17,0.2,0.2,0.23,0.46,0.74,0.91,0.71,0.46,0.46,0.46,0.17,0.06,0.0,0.0,0.03,0.09,0.14,0.11,0.09,0.11,0.14,0.17,0.17,0.2,0.29,0.54,0.89,0.74,0.51,0.51,0.54,0.23,0.09,0.0,0.0,0.03,0.09,0.17,0.11,0.11,0.11,0.17,0.17,0.2,0.2,0.29,0.54,1.0,0.83,0.57,0.57,0.6,0.23,0.11,0.0,0.0,0.06,0.09,0.17,0.14,0.11,0.14,0.17,0.17,0.2,0.23,0.29,0.54,0.94,0.8,0.54,0.6,0.66,0.31,0.11,0.0,0.0,0.03,0.09,0.11,0.14,0.14,0.17,0.2,0.26,0.26,0.29,0.34,0.46,0.46,0.43,0.46,0.54,0.57,0.31,0.09,0.0,0.0,0.03,0.09,0.09,0.11,0.11,0.14,0.17,0.2,0.23,0.26,0.31,0.43,0.46,0.43,0.43,0.46,0.43,0.2
O02 IN,0.0,0.0,0.0,0.1,0.4,0.97,0.48,0.25,0.21,0.19,0.21,0.16,0.13,0.13,0.17,0.25,0.22,0.11,0.08,0.06,0.03,0.0,0.0,0.0,0.1,0.4,1.0,0.49,0.25,0.21,0.19,0.19,0.14,0.13,0.14,0.19,0.24,0.19,0.1,0.06,0.05,0.02,0.0,0.0,0.0,0.08,0.33,0.84,0.43,0.24,0.19,0.19,0.21,0.17,0.13,0.13,0.17,0.24,0.19,0.1,0.08,0.06,0.03,0.0,0.0,0.0,0.1,0.38,0.98,0.51,0.25,0.21,0.21,0.21,0.16,0.13,0.13,0.19,0.27,0.22,0.11,0.08,0.06,0.03,0.02,0.0,0.0,0.1,0.4,0.97,0.51,0.27,0.22,0.21,0.21,0.17,0.14,0.14,0.22,0.3,0.25,0.13,0.1,0.08,0.03,0.02,0.0,0.0,0.06,0.14,0.25,0.29,0.29,0.32,0.29,0.29,0.24,0.19,0.21,0.22,0.22,0.14,0.1,0.1,0.08,0.03,0.02,0.0,0.0,0.05,0.11,0.19,0.25,0.24,0.29,0.24,0.24,0.21,0.17,0.16,0.19,0.17,0.11,0.1,0.08,0.06,0.03
O02 OUT,0.05,0.0,0.0,0.07,0.2,0.32,0.17,0.12,0.12,0.17,0.2,0.2,0.22,0.29,0.56,1.0,0.85,0.54,0.49,0.46,0.17,0.05,0.0,0.0,0.05,0.22,0.32,0.17,0.12,0.12,0.17,0.2,0.2,0.24,0.49,0.73,0.88,0.71,0.46,0.44,0.39,0.15,0.05,0.0,0.0,0.05,0.17,0.24,0.15,0.12,0.12,0.15,0.17,0.2,0.22,0.29,0.54,0.88,0.71,0.49,0.51,0.49,0.17,0.05,0.0,0.0,0.05,0.2,0.32,0.17,0.12,0.12,0.17,0.2,0.2,0.22,0.32,0.56,0.98,0.8,0.54,0.56,0.54,0.2,0.1,0.0,0.0,0.05,0.22,0.32,0.17,0.15,0.15,0.2,0.22,0.22,0.24,0.32,0.56,0.9,0.76,0.51,0.59,0.61,0.27,0.1,0.0,0.0,0.05,0.1,0.12,0.15,0.15,0.17,0.2,0.22,0.24,0.27,0.34,0.44,0.44,0.39,0.41,0.51,0.49,0.27,0.05,0.0,0.0,0.02,0.07,0.07,0.12,0.12,0.15,0.17,0.2,0.22,0.27,0.32,0.41,0.41,0.37,0.39,0.44,0.37,0.17
O03 IN,0.02,0.0,0.0,0.09,0.35,0.97,0.48,0.25,0.2,0.18,0.23,0.17,0.14,0.14,0.18,0.22,0.15,0.09,0.09,0.08,0.03,0.0,0.0,0.0,0.09,0.37,1.0,0.49,0.26,0.2,0.18,0.22,0.17,0.12,0.14,0.18,0.2,0.14,0.09,0.09,0.06,0.03,0.02,0.0,0.0,0.08,0.31,0.85,0.42,0.23,0.2,0.2,0.23,0.18,0.14,0.14,0.18,0.22,0.14,0.11,0.09,0.08,0.03,0.02,0.0,0.0,0.09,0.35,0.98,0.51,0.26,0.22,0.2,0.22,0.18,0.14,0.15,0.2,0.23,0.17,0.11,0.11,0.09,0.03,0.02,0.0,0.0,0.09,0.35,0.97,0.49,0.26,0.22,0.2,0.22,0.2,0.15,0.15,0.22,0.28,0.2,0.12,0.14,0.11,0.05,0.02,0.0,0.0,0.06,0.14,0.23,0.26,0.26,0.31,0.28,0.31,0.25,0.2,0.22,0.25,0.23,0.15,0.12,0.11,0.09,0.05,0.02,0.0,0.0,0.05,0.09,0.18,0.22,0.23,0.26,0.23,0.26,0.23,0.2,0.17,0.2,0.17,0.12,0.11,0.09,0.06,0.03
O03 OUT,0.04,0.0,0.0,0.04,0.11,0.19,0.15,0.13,0.15,0.17,0.19,0.19,0.23,0.3,0.55,1.0,0.79,0.49,0.47,0.4,0.15,0.04,0.0,0.0,0.04,0.11,0.21,0.15,0.13,0.15,0.19,0.19,0.21,0.26,0.47,0.7,0.89,0.68,0.4,0.38,0.36,0.13,0.04,0.0,0.0,0.02,0.09,0.17,0.13,0.11,0.13,0.17,0.17,0.19,0.21,0.3,0.55,0.89,0.7,0.45,0.47,0.43,0.15,0.06,0.0,0.0,0.02,0.11,0.21,0.15,0.13,0.15,0.19,0.21,0.21,0.23,0.32,0.57,1.0,0.79,0.49,0.51,0.47,0.17,0.09,0.0,0.0,0.04,0.11,0.21,0.15,0.15,0.15,0.19,0.21,0.21,0.23,0.32,0.57,0.94,0.74,0.49,0.53,0.55,0.23,0.09,0.0,0.0,0.02,0.04,0.09,0.13,0.15,0.19,0.23,0.26,0.26,0.28,0.34,0.45,0.45,0.38,0.38,0.43,0.45,0.21,0.04,0.0,0.0,0.02,0.04,0.06,0.11,0.13,0.15,0.19,0.21,0.23,0.28,0.32,0.4,0.43,0.36,0.36,0.38,0.34,0.15
O04 IN,0.01,0.0,0.0,0.1,0.38,0.97,0.51,0.28,0.23,0.22,0.24,0.21,0.17,0.17,0.22,0.26,0.18,0.13,0.13,0.1,0.04,0.01,0.0,0.0,0.1,0.4,1.0,0.55,0.28,0.23,0.22,0.23,0.19,0.15,0.18,0.22,0.23,0.17,0.1,0.1,0.09,0.04,0.01,0.0,0.0,0.09,0.33,0.85,0.45,0.27,0.22,0.22,0.24,0.21,0.17,0.17,0.22,0.26,0.17,0.13,0.12,0.1,0.05,0.01,0.0,0.0,0.1,0.38,0.99,0.54,0.28,0.24,0.22,0.26,0.21,0.17,0.17,0.23,0.27,0.19,0.13,0.13,0.12,0.05,0.03,0.0,0.0,0.1,0.38,0.99,0.54,0.29,0.26,0.23,0.26,0.22,0.18,0.18,0.26,0.31,0.23,0.15,0.15,0.14,0.06,0.03,0.0,0.0,0.08,0.15,0.26,0.33,0.32,0.35,0.33,0.35,0.29,0.23,0.23,0.28,0.27,0.18,0.17,0.17,0.14,0.06,0.01,0.0,0.0,0.06,0.12,0.21,0.26,0.27,0.31,0.28,0.29,0.27,0.22,0.21,0.23,0.19,0.15,0.14,0.13,0.1,0.04
O04 OUT,0.05,0.0,0.0,0.05,0.15,0.19,0.15,0.16,0.18,0.19,0.21,0.21,0.24,0.32,0.58,1.0,0.76,0.5,0.48,0.4,0.15,0.05,0.0,0.0,0.05,0.15,0.19,0.16,0.15,0.16,0.21,0.21,0.21,0.27,0.48,0.73,0.87,0.65,0.42,0.42,0.35,0.13,0.05,0.0,0.0,0.03,0.11,0.16,0.13,0.13,0.15,0.18,0.18,0.19,0.24,0.32,0.55,0.87,0.66,0.45,0.48,0.44,0.15,0.05,0.0,0.0,0.03,0.15,0.19,0.16,0.16,0.16,0.21,0.21,0.21,0.26,0.32,0.58,0.97,0.74,0.5,0.53,0.47,0.16,0.08,0.0,0.0,0.05,0.15,0.19,0.18,0.16,0.18,0.21,0.21,0.23,0.26,0.34,0.58,0.92,0.71,0.5,0.55,0.53,0.23,0.08,0.0,0.0,0.03,0.06,0.11,0.18,0.18,0.21,0.24,0.26,0.27,0.31,0.37,0.48,0.5,0.42,0.4,0.48,0.45,0.21,0.05,0.0,0.0,0.03,0.05,0.1,0.13,0.15,0.16,0.19,0.23,0.24,0.29,0.32,0.45,0.45,0.39,0.37,0.44,0.35,0.15
O05 IN,0.04,0.0,0.0,0.07,0.27,0.67,0.4,0.27,0.27,0.36,0.38,0.33,0.33,0.42,0.67,0.93,0.64,0.42,0.4,0.38,0.11,0.02,0.0,0.0,0.07,0.27,0.69,0.42,0.27,0.27,0.38,0.4,0.33,0.36,0.56,0.73,0.82,0.53,0.36,0.36,0.33,0.11,0.04,0.0,0.0,0.04,0.24,0.64,0.38,0.24,0.24,0.36,0.38,0.33,0.33,0.42,0.71,0.89,0.6,0.4,0.44,0.4,0.11,0.04,0.0,0.0,0.07,0.27,0.67,0.44,0.27,0.27,0.38,0.4,0.36,0.36,0.4,0.76,0.98,0.64,0.42,0.47,0.42,0.13,0.07,0.0,0.0,0.07,0.27,0.67,0.42,0.29,0.29,0.38,0.4,0.36,0.38,0.44,0.73,1.0,0.67,0.42,0.47,0.44,0.16,0.07,0.0,0.0,0.07,0.11,0.22,0.27,0.29,0.36,0.44,0.47,0.4,0.4,0.44,0.6,0.51,0.36,0.29,0.31,0.31,0.11,0.02,0.0,0.0,0.04,0.09,0.18,0.2,0.22,0.27,0.36,0.36,0.36,0.33,0.36,0.44,0.38,0.29,0.24,0.22,0.18,0.09
O05 OUT,0.02,0.0,0.0,0.06,0.35,0.98,0.58,0.31,0.29,0.35,0.4,0.31,0.29,0.33,0.5,0.77,0.52,0.31,0.29,0.21,0.08,0.02,0.0,0.0,0.06,0.35,1.0,0.6,0.33,0.29,0.35,0.38,0.31,0.29,0.42,0.54,0.69,0.44,0.27,0.25,0.19,0.06,0.02,0.0,0.0,0.06,0.31,0.9,0.54,0.29,0.27,0.35,0.42,0.33,0.27,0.33,0.52,0.75,0.5,0.29,0.29,0.23,0.08,0.02,0.0,0.0,0.06,0.35,0.98,0.6,0.31,0.29,0.35,0.42,0.33,0.29,0.35,0.54,0.77,0.52,0.31,0.31,0.25,0.08,0.04,0.0,0.0,0.06,0.33,0.96,0.58,0.33,0.31,0.38,0.42,0.33,0.31,0.35,0.54,0.77,0.54,0.33,0.33,0.29,0.12,0.04,0.0,0.0,0.04,0.12,0.33,0.38,0.31,0.35,0.4,0.46,0.35,0.31,0.33,0.44,0.4,0.29,0.27,0.31,0.25,0.12,0.02,0.0,0.0,0.04,0.08,0.23,0.27,0.23,0.27,0.29,0.33,0.29,0.27,0.27,0.35,0.33,0.27,0.27,0.27,0.19,0.08
O06 IN,0.03,0.0,0.0,0.06,0.18,0.45,0.33,0.24,0.27,0.36,0.39,0.39,0.36,0.42,0.67,0.97,0.64,0.45,0.45,0.36,0.12,0.03,0.0,0.0,0.06,0.18,0.48,0.36,0.27,0.3,0.36,0.42,0.39,0.36,0.58,0.7,0.85,0.58,0.39,0.39,0.33,0.12,0.03,0.0,0.0,0.03,0.18,0.45,0.3,0.21,0.27,0.33,0.39,0.39,0.36,0.42,0.64,0.88,0.61,0.42,0.48,0.39,0.15,0.03,0.0,0.0,0.03,0.18,0.48,0.33,0.24,0.3,0.36,0.42,0.39,0.36,0.45,0.7,0.97,0.67,0.48,0.52,0.39,0.15,0.06,0.0,0.0,0.06,0.18,0.48,0.36,0.27,0.33,0.39,0.48,0.45,0.39,0.48,0.73,1.0,0.67,0.52,0.61,0.52,0.21,0.06,0.0,0.0,0.03,0.09,0.18,0.24,0.3,0.39,0.45,0.55,0.58,0.52,0.55,0.67,0.64,0.52,0.48,0.48,0.39,0.15,0.03,0.0,0.0,0.03,0.09,0.15,0.21,0.27,0.36,0.42,0.48,0.55,0.52,0.48,0.58,0.55,0.45,0.42,0.42,0.3,0.12
O06 OUT,0.03,0.0,0.0,0.09,0.42,0.94,0.45,0.36,0.39,0.45,0.45,0.36,0.33,0.39,0.55,0.79,0.52,0.3,0.27,0.18,0.06,0.03,0.0,0.0,0.09,0.45,1.0,0.48,0.39,0.42,0.48,0.45,0.36,0.33,0.45,0.58,0.7,0.45,0.27,0.24,0.15,0.06,0.03,0.0,0.0,0.09,0.39,0.91,0.42,0.33,0.39,0.45,0.42,0.39,0.33,0.39,0.58,0.79,0.52,0.3,0.27,0.21,0.06,0.03,0.0,0.0,0.09,0.42,1.0,0.48,0.36,0.42,0.48,0.48,0.39,0.36,0.42,0.61,0.82,0.55,0.3,0.3,0.21,0.09,0.03,0.0,0.0,0.09,0.42,0.97,0.48,0.39,0.45,0.52,0.52,0.42,0.36,0.45,0.67,0.97,0.64,0.33,0.33,0.27,0.12,0.03,0.0,0.0,0.06,0.18,0.39,0.42,0.45,0.61,0.64,0.61,0.52,0.45,0.48,0.64,0.61,0.42,0.33,0.3,0.24,0.09,0.03,0.0,0.0,0.03,0.12,0.33,0.36,0.42,0.58,0.55,0.55,0.45,0.42,0.45,0.58,0.52,0.36,0.3,0.27,0.18,0.06
O08 IN,0.02,0.0,0.0,0.01,0.04,0.13,0.11,0.1,0.12,0.16,0.17,0.19,0.18,0.21,0.37,1.0,0.66,0.32,0.26,0.19,0.07,0.02,0.0,0.0,0.01,0.04,0.14,0.1,0.1,0.12,0.16,0.17,0.19,0.2,0.39,0.49,0.88,0.54,0.27,0.22,0.18,0.07,0.02,0.0,0.0,0.01,0.04,0.12,0.09,0.09,0.11,0.14,0.17,0.19,0.18,0.21,0.37,0.96,0.57,0.29,0.26,0.21,0.08,0.02,0.0,0.0,0.01,0.04,0.13,0.11,0.1,0.12,0.16,0.18,0.2,0.19,0.21,0.38,1.0,0.64,0.32,0.28,0.26,0.09,0.04,0.0,0.0,0.01,0.04,0.13,0.11,0.1,0.14,0.2,0.2,0.21,0.19,0.22,0.39,0.98,0.62,0.31,0.29,0.27,0.11,0.03,0.0,0.0,0.01,0.03,0.06,0.07,0.08,0.09,0.13,0.16,0.17,0.16,0.2,0.23,0.2,0.18,0.17,0.18,0.14,0.07,0.01,0.0,0.0,0.01,0.02,0.04,0.07,0.08,0.09,0.11,0.12,0.14,0.14,0.13,0.16,0.16,0.13,0.12,0.12,0.09,0.04
O08 OUT,0.01,0.0,0.0,0.04,0.24,0.98,0.33,0.15,0.14,0.14,0.14,0.12,0.11,0.11,0.14,0.2,0.13,0.06,0.06,0.05,0.02,0.01,0.0,0.0,0.04,0.25,1.0,0.33,0.15,0.14,0.14,0.14,0.12,0.1,0.12,0.13,0.19,0.11,0.05,0.05,0.04,0.02,0.01,0.0,0.0,0.04,0.22,0.88,0.29,0.14,0.13,0.13,0.14,0.12,0.11,0.12,0.15,0.22,0.12,0.06,0.06,0.05,0.02,0.01,0.0,0.0,0.04,0.24,0.98,0.33,0.16,0.15,0.15,0.15,0.12,0.11,0.12,0.16,0.24,0.13,0.06,0.07,0.05,0.02,0.01,0.0,0.0,0.04,0.23,0.98,0.33,0.16,0.16,0.15,0.15,0.14,0.12,0.12,0.17,0.26,0.16,0.08,0.08,0.06,0.03,0.01,0.0,0.0,0.02,0.04,0.08,0.09,0.1,0.14,0.16,0.15,0.12,0.11,0.11,0.16,0.15,0.09,0.07,0.07,0.06,0.03,0.01,0.0,0.0,0.02,0.03,0.05,0.07,0.09,0.12,0.12,0.1,0.09,0.09,0.08,0.11,0.1,0.07,0.06,0.06,0.05,0.02
O09 IN,0.04,0.0,0.0,0.04,0.13,0.3,0.21,0.15,0.19,0.25,0.26,0.26,0.23,0.26,0.42,0.96,0.72,0.4,0.28,0.19,0.08,0.04,0.0,0.0,0.04,0.13,0.3,0.21,0.15,0.19,0.25,0.25,0.25,0.25,0.43,0.57,0.85,0.58,0.32,0.26,0.19,0.08,0.04,0.0,0.0,0.02,0.11,0.28,0.17,0.13,0.17,0.21,0.23,0.25,0.23,0.26,0.42,0.91,0.62,0.36,0.3,0.21,0.08,0.04,0.0,0.0,0.04,0.13,0.3,0.21,0.17,0.19,0.25,0.26,0.26,0.25,0.28,0.45,1.0,0.7,0.38,0.32,0.23,0.09,0.06,0.0,0.0,0.04,0.13,0.3,0.21,0.17,0.23,0.26,0.28,0.28,0.26,0.3,0.45,0.96,0.7,0.38,0.34,0.26,0.13,0.04,0.0,0.0,0.04,0.06,0.11,0.15,0.19,0.21,0.26,0.28,0.3,0.28,0.32,0.38,0.34,0.26,0.23,0.23,0.17,0.09,0.04,0.0,0.0,0.04,0.06,0.09,0.13,0.17,0.21,0.23,0.25,0.26,0.28,0.26,0.3,0.26,0.21,0.19,0.17,0.11,0.06
O09 OUT,0.01,0.0,0.0,0.07,0.3,0.97,0.42,0.21,0.18,0.2,0.2,0.17,0.15,0.17,0.21,0.3,0.2,0.11,0.11,0.08,0.04,0.01,0.0,0.0,0.07,0.31,1.0,0.42,0.21,0.18,0.2,0.18,0.17,0.15,0.18,0.21,0.27,0.17,0.1,0.1,0.08,0.03,0.01,0.0,0.0,0.06,0.27,0.86,0.37,0.2,0.18,0.2,0.18,0.17,0.15,0.15,0.23,0.31,0.18,0.11,0.11,0.1,0.04,0.01,0.0,0.0,0.07,0.3,0.97,0.44,0.23,0.2,0.21,0.21,0.17,0.17,0.17,0.23,0.32,0.2,0.11,0.13,0.1,0.04,0.03,0.0,0.0,0.07,0.31,0.97,0.42,0.21,0.21,0.21,0.21,0.18,0.17,0.18,0.25,0.37,0.24,0.13,0.14,0.13,0.06,0.01,0.0,0.0,0.04,0.08,0.14,0.17,0.18,0.24,0.23,0.23,0.21,0.2,0.21,0.25,0.24,0.15,0.13,0.14,0.11,0.06,0.01,0.0,0.0,0.03,0.06,0.11,0.14,0.15,0.21,0.18,0.2,0.18,0.18,0.18,0.2,0.18,0.13,0.11,0.13,0.08,0.04
O10 IN,0.04,0.0,0.0,0.08,0.24,0.6,0.36,0.28,0.28,0.28,0.28,0.28,0.28,0.32,0.48,0.96,0.72,0.44,0.36,0.32,0.12,0.04,0.0,0.0,0.08,0.24,0.64,0.36,0.28,0.24,0.28,0.28,0.24,0.28,0.48,0.56,0.84,0.64,0.36,0.32,0.28,0.12,0.08,0.0,0.0,0.08,0.24,0.56,0.32,0.24,0.24,0.28,0.28,0.28,0.28,0.32,0.48,0.92,0.64,0.4,0.4,0.32,0.16,0.08,0.0,0.0,0.08,0.28,0.6,0.4,0.28,0.24,0.32,0.32,0.28,0.28,0.36,0.56,1.0,0.72,0.44,0.4,0.36,0.16,0.12,0.0,0.0,0.12,0.24,0.6,0.4,0.28,0.24,0.32,0.32,0.28,0.32,0.36,0.52,0.96,0.72,0.44,0.44,0.4,0.24,0.08,0.0,0.0,0.08,0.16,0.24,0.28,0.28,0.32,0.36,0.36,0.36,0.32,0.36,0.44,0.44,0.36,0.32,0.32,0.32,0.2,0.04,0.0,0.0,0.08,0.12,0.2,0.24,0.28,0.28,0.32,0.32,0.32,0.32,0.32,0.36,0.4,0.28,0.28,0.28,0.24,0.12
